pIGC50	CAS	SMILES
0.53	71022-43-0	N(=O)(=O)c1cc(N(=O)=O)cc(c1)C
0.43	100-00-5	N(=O)(=O)c1ccc(cc1)Cl
0.1	619-73-8	N(=O)(=O)c1ccc(cc1)CO
0.32	121-89-1	C(C)(=O)c1cc(N(=O)=O)ccc1
0.8	350-30-1	N(=O)(=O)c1cc(Cl)c(cc1)F
0.27	577-71-9	N(=O)(=O)c1c(N(=O)=O)cc(cc1)O
1.16	99-54-7	N(=O)(=O)c1cc(Cl)c(cc1)Cl
0.26	88-72-2	N(=O)(=O)c1c(C)cccc1
1.52	610-39-9	N(=O)(=O)c1c(N(=O)=O)cc(cc1)C
0.86	603-71-4	N(=O)(=O)c1c(C)cc(cc1C)C
1.07	403-19-0	N(=O)(=O)c1cc(F)c(cc1)O
1.59	619-08-9	N(=O)(=O)c1cc(Cl)c(cc1)O
0.73	121-73-3	N(=O)(=O)c1cc(Cl)ccc1
0.45	619-24-9	N(=O)(=O)c1cc(C#N)ccc1
-0.19	645-09-0	C(N)(=O)c1cc(N(=O)=O)ccc1
-0.22	619-25-0	N(=O)(=O)c1cc(CO)ccc1
1.73	534-52-1	N(=O)(=O)c1cc(N(=O)=O)cc(c1O)C
0.59	700-38-9	N(=O)(=O)c1c(O)cc(cc1)C
1.89	836-30-6	N(c1ccc(cc1)N(=O)=O)c1ccccc1
1.03	585-79-5	N(=O)(=O)c1cc(Br)ccc1
0.56	83-41-0	N(=O)(=O)c1c(C)c(C)ccc1
0.75	2973-19-5	C(Cl)c1cc(N(=O)=O)ccc1O
0.63	618-80-4	N(=O)(=O)c1cc(Cl)c(c(c1)Cl)O
0.68	83-42-1	N(=O)(=O)c1c(C)c(Cl)ccc1
-1.5	156-38-7	C(C(=O)O)c1ccc(cc1)O
1.84	305-85-1	N(=O)(=O)c1cc(I)c(c(c1)I)O
1.73	2581-34-2	N(=O)(=O)c1c(C)cc(cc1)O
0.74	2042-14-0	N(=O)(=O)c1c(C)ccc(c1)O
1.35	99-28-5	N(=O)(=O)c1cc(Br)c(c(c1)Br)O
1.13	618-62-2	N(=O)(=O)c1cc(Cl)cc(c1)Cl
1.09	3819-88-3	N(=O)(=O)c1cc(F)cc(c1)I
-0.16	612-25-9	C(O)c1c(N(=O)=O)cccc1
1.09	79544-31-3	N(=O)(=O)c1c(N(=O)=O)ccc(c1)CO
-0.72	610-15-1	C(N)(=O)c1c(N(=O)=O)cccc1
1.08	612-24-8	C(#N)c1c(N(=O)=O)cccc1
0.89	41458-65-5	Oc1c(C)cc(cc1N)C
1.31	2835-96-3	Cc1c(O)ccc(c1)N
0.42	527606	CC1=CC(=C(C(=C1)C)O)C
-0.36	108690	CC1=CC(=CC(=C1)N)C
0.14	105679	CC1=CC(=C(C=C1)O)C
-0.05	88051	CC1=CC(=C(C(=C1)C)N)C
0.11	108689	CC1=CC(=CC(=C1)O)C
0.37	1199468	CC(C)(C)C1=CC(=C(C=C1)O)N
-0.33	95783	CC1=CC(=C(C=C1)C)N
0.14	95874	CC1=CC(=C(C=C1)C)O
-1.5	98-37-3	S(=O)(=O)(O)c1cc(N)c(cc1)O
-0.55	53222927	CC1=C(C=CC=C1O)N
1.31	2835-99-6	Cc1c(N)ccc(c1)O
1.44	2380361	C(C)(C)(C)c1cc(C(C)(C)C)cc(c1)N
0.36	697825	CC1=CC(=C(C(=C1)O)C)C
1.23	609-93-8	N(=O)(=O)c1c(O)c(N(=O)=O)cc(c1)C
0.28	2416946	CC1=C(C(=C(C=C1)C)O)C
1.34	700130	C1(C)=C(C)C(O)=C(C)C=C1O
0.94	95-55-6	Nc1c(O)cccc1
0.13	95-86-3	Nc1c(O)ccc(c1)N
0.76	65262966	COC1=CC(=CC(=C1)O)Cl
-0.09	500992	COC1=CC(=CC(=C1)O)OC
0.6	623121	COC1=CC=C(C=C1)Cl
-0.33	150196	COC1=CC=CC(=C1)O
-0.14	150765	COC1=CC=C(C=C1)O
1.56	591355	C1=C(C=C(C=C1Cl)Cl)O
2.2	824-46-4	O(C)c1c(O)ccc(c1)O
1.12	626-02-8	Ic1cc(O)ccc1
1.14	591-20-8	Brc1cc(O)ccc1
0.94	394-41-2	N(=O)(=O)c1c(F)cc(cc1)O
0.38	372-20-3	Fc1cc(O)ccc1
0.87	108430	C1=CC(=CC(=C1)Cl)O
0.4	766-51-8	O(C)c1c(Cl)cccc1
-0.3	65383-57-5	O(CC)c1c(OC)ccc(c1)O
0.2	37687573	ClC1=C(C=CC(OC)=C1O)C=O
0.62	2973764	COC1=C(C(=CC(=C1)C=O)Br)O
1.27	610-78-6	N(=O)(=O)c1c(Cl)ccc(c1)O
0.55	552410	CC(=O)C1=C(C=C(C=C1)OC)O
0.37	2/6/5446	C(OC)(=O)c1c(O)cc(cc1)OC
0.7	122941	CCCCOC1=CC=C(C=C1)O
1.64	18979-55-0	O(CCCCCC)c1ccc(cc1)O
2.03	13037-86-0	O(CCCCCCC)c1ccc(cc1)O
1.36	18979-53-8	O(CCCCC)c1ccc(cc1)O
3.34	4044659	c1cc(N=C=S)ccc1N=C=S
1.41	103720	C1=CC=C(C=C1)N=C=S
1.88	40046308	c1c(C)cc(C)cc1N=C=S
2.48	1.50E+08	c1c2CCCc2ccc1N=C=S
1.49	19241168	Cc1cccc(C)c1N=C=S
2.14	551064	c1c2c(N=C=S)cccc2ccc1
2.76	23165448	c1ccc(CCCC)cc1N=C=S
0.66	91667	c1(N(CC)CC)ccccc1
-0.23	122792	C(Oc1ccccc1)(=O)C
0.29	613978	N(CC)(C)c1ccccc1
-1.5	100378	C(CN(CC)CC)O
-1.75	102716	OCCN(CCO)CCO
-1.83	105599	C(CN(C)CCO)O
-0.91	598561	N(CC)(C)C
-0.76	616397	CN(CC)CC
1.15	624204	C(Br)C(Br)CCCC
1.146	624-20-4	C([C@H](CBr)Br)CCC
1.87	111831	C(CCCCCCC)Br
0.94	111251	C(CCBr)CCC
0.48	110532	C(CCCC)Br
1.49	629049	CCCCCCCBr
0.49	2623827	OC(=O)C(Br)CCCCCC
0.45	616057	CCCCC(C(=O)O)Br
0.4547	616-05-7	C([C@H](CCCC)Br)(=O)O
-0.18	109659	C(CCC)Br
0.4907	2623-82-7	C([C@H](C(=O)O)Br)CCCCC
0.34	142610	C(CCCCC)(=O)Cl
-0.34	638299	C(CCC(Cl)=O)C
0.41	111648	CCCCCCCC(Cl)=O
0.46	2528612	C(CCCCCC)(=O)Cl
-1.88	110656	C(#CCO)CO
-0.87	764012	CC#CCO
-0.57	6261229	CCC#CCO
-0.83	2450717	C(C#C)N
-1.07	107197	C(C#C)O
-0.38	764603	CCCC#CCO
0.65	5921733	CCCCCCC#CCO
0.19	20739586	CCCCCC#CCO
0.99	4117140	CCCCCCCC#CCO
2.37	51887253	C(O)C#CCCCCCCCCCC
-0.19	1002364	CCCCC#CCO
-0.85	540512	C(CBr)O
-1.42	107073	C(CCl)O
-0.46	115208	C(C(Cl)(Cl)Cl)O
-0.99	598389	C(O)C(Cl)Cl
0.11	75809	C(C(Br)(Br)Br)O
-1.84	927742	C#CCCO
-0.55	5557880	C(=CC#C)CO
-0.555	5557-88-0	C(=C\CO)\C#C
-2.15	6117802	C(O)C=CCO
-1.92	107186	C(C=C)O
-2.15	6117-80-2	C(=C/CO)\CO
-1.65	51796	C(N)(=O)OCC
-0.97	592358	C(OC(N)=O)CCC
-1.97	598550	C(N)(=O)OC
-0.7	64675	S(=O)(=O)(OCC)OCC
-0.99	623814	CCOS(=O)OCC
2.74	622786	c1ccccc1CN=C=S
3.05	17112822	c1c2c(CN=C=S)cccc2ccc1
2.71	24277438	c1ccccc1C(C)N=C=S
3.05	3550218	c1ccccc1C(N=C=S)c2ccccc2
2.54	2257092	c1ccccc1CCN=C=S
2.11	1.27E+08	S=C=NCc1cc(c(cc1)Cl)[N+](=O)[O-]
0.87	119619	C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
2.21	55815208	Oc1c(cc(Br)cc1Br)c1ccccc1
1.41	88062	C1=C(C=C(C(=C1Cl)O)Cl)Cl
1.78	3217150	C1=C(C=C(C(=C1Cl)O)Cl)Br
0.8	392-71-2	Oc1c(Cl)cc(cc1Cl)F
1.91	118796	C1=C(C=C(C(=C1Br)O)Br)Br
2.31	29558-77-8	Brc1ccc(cc1)c1ccc(cc1)O
1.04	120832	C1=CC(=C(C=C1Cl)Cl)O
0.6	367-27-1	Fc1c(O)ccc(c1)F
1.4	615587	C1=CC(=C(C=C1Br)Br)O
0.97	137199	C1(Cl)=C(O)C=C(O)C(=C1)Cl
1.06	2437492	C1(C(=C(C(=CC=1Br)Br)O)Br)O
0.73	87650	C1=CC(=C(C(=C1)Cl)O)Cl
1.09	90-43-7	Oc1c(c2ccccc2)cccc1
0.47	28177-48-2	Oc1c(F)cccc1F
1.13	583-78-8	Oc1c(Cl)ccc(c1)Cl
0.33	95567	C1=CC=C(C(=C1)O)Br
0.19	367124	C1=CC=C(C(=C1)O)F
0.18	95-57-8	Clc1c(O)cccc1
2.01	1079216	OC1=C(C=C(C=C1)O)C2=CC=CC=C2
0.88	1806-29-7	Oc1c(cccc1)c1c(O)cccc1
-0.18	2380-78-1	O(C)c1cc(CCO)ccc1O
-0.7	498000	COC1=C(C=CC(=C1)CO)O
-0.97	7149102	O(C)c1cc(CN)ccc1O
0.42	97-53-0	O(C)c1cc(CC=C)ccc1O
-0.83	501940	OC1=CC=C(CCO)C=C1
-0.23	60563-13-5	C(C(OCC)=O)c1cc(OC)c(cc1)O
-0.12	498-02-2	O(C)c1cc(C(C)=O)ccc1O
-0.03	121335	COC1=C(C=CC(=C1)C=O)O
-0.99	6/6/4383	C(O)c1cc(O)c(cc1)OC
-0.03	4421083	COC1=C(C=CC(=C1)C#N)O
0.75	97-54-1	O(C)c1cc(\C=C\C)ccc1O
0.75	97541	CC=CC1=CC(=C(C=C1)O)OC
-0.51	90-05-1	O(C)c1c(O)cccc1
0.45	1687-53-2	O(C)c1c(O)cc(cc1)N
-0.14	621590	COC1=C(C=C(C=C1)C=O)O
-0.04	3261629	CC1=CC=C(C=C1)CCN
-0.26	699025	CC1=CC=C(C=C1)CCO
0.02	121324	CCOC1=C(C=CC(=C1)C=O)O
0.17	134-96-3	O(C)c1c(O)c(OC)cc(c1)C=O
-0.5	5471-51-2	C(CC(C)=O)c1ccc(cc1)O
-0.39	29865905	C(=O)C1=CC(OC)=C(OC)C(O)=C1
-0.78	619578	C(N)(=O)c1ccc(cc1)O
2.47	104405	CCCCCCCCCC1=CC=C(C=C1)O
-0.6	91-10-1	O(C)c1c(O)c(OC)ccc1
0.21	123079	CCC1=CC=C(C=C1)O
-0.08	87-28-5	C(OCCO)(=O)c1c(O)cccc1
0.64	645567	CCCC1=CC=C(C=C1)O
1.07	2491329	C1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)O
-0.87	49650886	C1(OCCO)C=C(O)C=CC=1
1.65	88-30-2	C(F)(F)(F)c1c(N(=O)=O)ccc(c1)O
1.04	103-16-2	O(Cc1ccccc1)c1ccc(cc1)O
0.167	104-76-7	C([C@@H](CC)CO)CCC
0.17	104767	C(C(CCCC)CC)O
0.13	58175578	C(O)C(CCC)CCC
-0.953	137-32-6	C([C@H](CO)C)C
-0.477	96-15-1	C([C@H](CN)C)C
-0.48	96151	CCC(CN)C
-0.95	137326	C(C(CC)C)O
-1.37	78831	C(C(C)C)O
-0.26	78819	C(C(C)C)N
-0.64	626891	C(C(C)C)CCO
1.057	103-09-3	C([C@@H](CCCC)CC)OC(C)=O
-0.66	24629252	NC(CO)C(C)CC
-0.659	24629-25-2	C([C@@H]([C@@H](CO)N)C)C
0.02	14916804	CCCCC#CCCO
0.7426	360078-17-7	C([C@H]([C@@H](C#C)O)C)CC
0.74	87777466	C#CC(O)C(C)CCC
2.38	55182746	C(O)CC#CCCCCCCCCCC
0.34	31333138	CCCCCC#CCCO
1.13	51721392	CCCCCCC#CCCO
-0.12	71432	C1=CC=CC=C1
-1.84	597353	C(S(CC)(=O)=O)C
-0.26	598049	CCCCS(=O)(=O)CCCC
0.11	1889594	C(S(C=C)(=O)=O)C
-2.2	67710	S(=O)(=O)(C)C
0.99	3680022	S(C=C)(C)(=O)=O
-0.49	123386	C(CC)=O
-0.41	20487405	CCC(OC(C)(C)C)=O
1.41	77770	S(C=C)(C=C)(=O)=O
1.04	544401	S(CCCC)CCCC
-0.37	2987168	CC(C)(CC=O)C
-0.13	57578	O=C1CCO1
-1.67	4620706	C(NCCO)(C)(C)C
-1.65	110736	OCCNCC
-1.93	124685	CC(CO)(N)C
-1.79	111422	N(CCO)CCO
-1.79	75650	C(C)(C)(C)O
-0.9	75649	CC(C)(N)C
-1.99	64175	C(C)O
-1.39	141435	C(CN)O
-1.82	109831	C(CNC)O
-1.68	16369214	OCCNCCC
-0.92	26734098	NCC(CO)(C)C
-0.87	75843	C(C(C)(C)C)O
-1.66	513428	C(CO)(C)=C
-1.39	115184	C=CC(C)(C)O
0.64	2700223	C1=CC=C(C=C1)C=C(C#N)C#N
0.16	4360478	C1=CC=C(C=C1)C=CC#N
-0.022	623-36-9	C(=C\CC)(\C=O)C
-0.139	497-03-0	C(=C\C)(\C=O)C
0.083	85136-08-9	C(\[C@@H](CC=C)C)=C(\C=O)C
-0.376	1567-14-2	C(\C(OC)=O)(=C\CC)C
0.911	922-63-4	C(CC)(C=O)=C
1.335	557-48-2	C(C\C=C\C=O)\C=C\CC
0.862	3/5/4313	C(\C=C\C=O)=C\CC
0.088	107-86-8	C(=C(\C)C)\C=O
-0.71	600362	CC(C(C(C)C)O)C
-0.996	598-75-4	C([C@H](C)O)(C)C
-0.71	598743	CC(C(C)N)C
-0.71	598-74-3	C([C@H](C)N)(C)C
-1.0	598754	CC(C(C)C)O
-0.03	565684	CC(C)C(O)C#C
-0.59	16369054	CC(C)C(N)CO
-0.585	16369-05-4	C([C@H](CO)N)(C)C
-0.027	565-68-4	C([C@H](C#C)O)(C)C
-0.86	75310	CC(C)N
-1.88	67630	CC(C)O
-0.4	65337135	C#CC(O)C
-0.4024	2028-63-9	C([C@H](C)O)#C
-1.35	616251	C(CC)(C=C)O
-1.348	616-25-1	C([C@@H](C=C)O)C
-1.05	598323	C=CC(C)O
-1.053	598-32-3	C([C@H](C)O)=C
-0.62	7533406	CC(C)CC(N)CO
-1.49	127004	C(C(C)O)Cl
-1.189	19686-73-8	C([C@H](C)O)Br
-1.492	127-00-4	C([C@H](C)O)Cl
-1.4	1569502	CC=CC(C)O
-1.19	19686738	CC(CBr)O
-1.401	1569-50-2	C(\[C@H](C)O)=C\C
-0.11	622322	C1=CC=C(C=C1)C=NO
0.68	1129-37-9	N(=O)(=O)c1ccc(cc1)\C=N\O
0.25	94-67-7	C(=N\O)\c1c(O)cccc1
0.25	94677	c1(c(O)cccc1)C=NO
-0.2	100527	C1=CC=C(C=C1)C=O
0.18	626197	C1=CC(=CC(=C1)C=O)C=O
-0.09	623278	C1=CC(=CC=C1C=O)C=O
-0.06	104870	C(=O)C1=CC=C(C=C1)C
-0.02	24964645	C1(=CC=CC(=C1)C=O)C#N
1.5	30084903	C12=C(C=CC=C1)CC3C2=CC=C(C=3)C(=O)
0.29	4748781	O=CC1=CC=C(C=C1)CC
-0.22	122850	C(NC1=CC=C(C=O)C=C1)(C)=O
0.38	495181	C(=O)(c1ccccc1)NO
-0.03	32398699	C(C(CC)O)#CCC
-0.034	32398-69-9	C([C@H](CC)O)#CCC
0.511	109-50-2	C([C@H](C)O)#CCC
0.51	109502	CCC#CC(O)C
-0.19	20739597	CCC(O)C#CC
-0.195	20739-59-7	C([C@H](CC)O)#CC
0.401	60657-70-7	C([C@@H](C#CCC)O)C(C)C
0.4	60657707	CCC#CC(O)CC(C)C
-0.38	53723185	CCC(O)CC#CCC
-0.376	53723-18-5	C([C@H](CC)O)C#CCC
-1.18	4187864	CCC(O)C#C
-1.178	4187-86-4	C([C@H](C#C)O)C
-0.62	19781818Methyl	CCC#CCC(O)C
-0.616	19781-81-8	C(C#CCC)[C@H](C)O
-0.671	33966-50-6	C([C@H](C)N)C
-1.542	15892-23-6	C([C@H](C)O)C
-0.67	33966506	CC(N)CC
-1.54	15892236	CC(CC)O
-0.04	53723196	CCC(O)CC#CCCC
-0.043	53723-19-6	C([C@@H](CC)O)C#CCCC
-0.46	3031661	C(#CC(C)O)C(C)O
-0.46	3031-66-1	C(#C[C@H](C)O)[C@@H](C)O
-1.404	19780-84-8	C([C@@H](CC)O)C#C
-1.02	1002284	CCC#CCCO
0.66	105317	CCCC(O)C#C
-1.4	19780848	C(C(CC)O)C#C
0.657	105-31-7	C([C@@H](C#C)O)CC
-2.05	26171835	OCC(O)CC
-2.048	26171-83-5	C([C@@H](CO)O)C
-1.63	2117115	CC(CC#C)O
-1.632	11/5/2117	C([C@H](C)O)C#C
-1.31	542552Formic	C(=O)OCC(C)C
-1.02	110747	C(=O)OCCC
-0.93	592847	C(CCC)OC=O
-0.59	97858	C(C(C)C)(=O)OCC(C)C
-0.344	589-66-2	C(OCC(C)C)(\C=C\C)=O
-0.38	629334Formic	C(CCCC)COC=O
-0.78	638493	C(COC=O)CCC
-0.69	540421	C(CC)(=O)OCC(C)C
-1.37	762754	O=COC(C)(C)C
-0.43	78842	C(C)(C)C=O
2.11	1020-31-1	C(C)(C)(C)c1cc(C(C)(C)C)cc(c1O)O
1.64	1138529	CC(C)(C)C1=CC(=CC(=C1)O)C(C)(C)C
1.79	128370	c1(c(C(C)(C)C)cc(cc1C(C)(C)C)C)O
1.16	1879090	CC1=CC(=C(C(=C1)C(C)(C)C)O)C
1.3	2409-55-4	C(C)(C)(C)c1c(O)ccc(c1)C
0.74	585342	CC(C)(C)C1=CC(=CC=C1)O
1.3	88-18-6	C(C)(C)(C)c1c(O)cccc1
0.91	98544	CC(C)(C)C1=CC=C(C=C1)O
1.8	4097-49-8	N(=O)(=O)c1c(O)c(N(=O)=O)cc(c1)C(C)(C)C
-0.2	13677797	O=CC1=CC(O)=C(O)C(=C1)O
0.37	452868	C1=C(C=C(C(=C1)O)O)C
1.85	89-68-9	C(C)(C)c1c(O)cc(c(c1)Cl)C
0.28	488175	C1=CC=C(C(=C1O)O)C
1.23	80466	CCC(C)(C)C1=CC=C(C=C1)O
0.93	527548	CC1=CC(=CC(=C1C)C)O
0.29	620177	CCC1=CC(=CC=C1)O
0.61	618451	CC(C)C1=CC(=CC=C1)O
1.31	500663	CCCCCC1=CC(=CC(=C1)O)O
2.1	140-66-9	C(CC(C)(C)C)(C)(C)c1ccc(cc1)O
0.87	3947588	N(C(CBr)=O)c1cc([N+](=O)[O-])ccc1O
0.87	3947-58-8	N(C(CBr)=O)c1cc(N(=O)=O)ccc1O
0.75	2973195	C1=CC(=C(C=C1[N+](=O)[O-])CCl)O
1.81	19199827	c1([N+](=O)[O-])ccc(OC(CBr)=O)cc1
1.06	51285	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
1.17	3316094	O=[N+]([O-])C1=CC(O)=C(O)C=C1
1.04	329715	C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
0.67	88755	C1=CC=C(C(=C1)[N+](=O)[O-])O
0.51	554847	C1=CC(=CC(=C1)O)[N+](=O)[O-]
1.18	619089	c1c([N+](=O)[O-])cc(c(c1)O)Cl
1.65	88302	C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-]
0.33	42454068	C1=CC(=C(C=C1O)C=O)[N+](=O)[O-]
0.87	5274704	[O-][N+](C1C(O)=C(C=CC=1)C(=O))=O
0.61	3011345	C1=CC(=C(C=C1C=O)[N+](=O)[O-])O
0.27	704132	C1=CC(=C(C=C1C=O)O)[N+](=O)[O-]
0.59	700389	CC1=CC(=C(C=C1)[N+](=O)[O-])O
2.31	100118	[N+](c1ccc(cc1)CBr)(=O)[O-]
1.18	100141	ClCC1=CC=C([N+](=O)[O-])C=C1
1.73	534521	CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]
0.49	99525	[N+](c1cc(C)c(cc1)N)(=O)[O-]
0.57	119335	CC1=CC(=C(C=C1)O)[N+](=O)[O-]
1.23	609938	c1(c(c([N+](=O)[O-])cc(c1)C)O)[N+](=O)[O-]
0.83	573568	C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
0.27	577719	c1(c([N+]([O-])=O)ccc(c1)O)[N+]([O-])=O
0.66	601898	C1=CC(=C(C(=C1)O)[N+](=O)[O-])O
1.63	7147899	CC1=CC(=C(C=C1Cl)[N+](=O)[O-])O
0.74	2042140	[N+](c1cc(ccc1C)O)(=O)[O-]
0.39	619501	COC(=O)C1=CC=C(C=C1)[N+](=O)[O-]
1.8	4097498	CC(C)(C)C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
0.32	121891	CC(=O)C1=CC(=CC=C1)[N+](=O)[O-]
0.61	4920778	CC1=C(C(=CC=C1)O)[N+](=O)[O-]
0.93	394412	c1cc([N+](=O)[O-])c(cc1O)F
0.46	66568	[N+]([O-])(=O)c1c([N+](=O)[O-])cccc1O
0.2	555168	C1=CC(=CC=C1C=O)[N+](=O)[O-]
-0.19	645090	c1(cc(ccc1)[N+](=O)[O-])C(N)=O
0.53	71002608	OCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
0.83	100298	CCOC1=CC=C(C=C1)[N+](=O)[O-]
1.58	620882	C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
0.43	5292455	COC(=O)C1=CC(=C(C=C1)C(=O)OC)[N+](=O)[O-]
-0.82	103902	C(Nc1ccc(cc1)O)(=O)C
0.54	100174	[N+](c1ccc(cc1)OC)(=O)[O-]
0.53	6361213	C1=CC(=C(C=C1[N+](=O)[O-])C=O)Cl
0.34	2316-64-5	C(O)c1c(O)ccc(c1)Br
0.7	1570645	CC1=C(C=CC(=C1)Cl)O
0.59	7120436	C1=CC(=C(C=C1Cl)C(=O)N)O
2.05	89-64-5	N(=O)(=O)c1c(O)ccc(c1)Cl
1.38	394-33-2	N(=O)(=O)c1c(O)ccc(c1)F
1.87	7693-52-9	N(=O)(=O)c1c(O)ccc(c1)Br
-0.95	90-01-7	C(O)c1c(O)cccc1
0.04	394-32-1	C(C)(=O)c1c(O)ccc(c1)F
0.15	873632	C1=CC(=CC(=C1)Cl)CO
-0.39	456473	C1=CC(=CC(=C1)F)CO
1.01	635938	O=CC1=CC(=CC=C1O)Cl
1.11	1761611	O=CC1=C(O)C=CC(=C1)Br
0.16	104869	C1=CC(=CC=C1CN)Cl
0.25	873767	C1=CC(=CC=C1CO)Cl
1.06	2138229	C1=CC(=CC(=C1O)O)Cl
1.13	446-36-6	N(=O)(=O)c1c(O)cc(cc1)F
0.68	106412	C1=CC(=CC=C1O)Br
0.54	106489	C1=CC(=CC=C1O)Cl
0.02	371415	C1=CC(=CC=C1O)F
0.85	540385	C1=CC(=CC=C1O)I
0.33	5159411	c1(c(I)cccc1)CO
1.16	2374052	CC1=CC(=CC(=C1O)C)Br
0.1	18982542	C1=CC=C(C(=C1)CO)Br
1.08	14143329	CCC1=C(C=CC(=C1)O)Cl
1.62	320-76-3	N(=O)(=O)c1c(O)c(F)cc(c1)Br
1.71	609-89-2	N(=O)(=O)c1c(O)c(Cl)cc(c1)Cl
0.78	95-85-2	Nc1c(O)ccc(c1)Cl
0.8	59507	CC1=C(C=CC(=C1)O)Cl
-1.02	620246	c1c(O)cccc1CO
0.6	6627550	CC1=CC(=C(C=C1)O)Br
1.34	7147-89-9	N(=O)(=O)c1c(O)cc(c(c1)Cl)C
1.16	1689845	C1=C(C=C(C(=C1Br)O)Br)C#N
-0.2	440608	C(C1=C(C(=C(C(=C1F)F)F)F)F)O
0.09	619567	C(c1ccc(cc1)Cl)(=O)N
1.28	576-24-9	Clc1c(Cl)cccc1O
-0.1	40187517	C(=O)(c1c(ccc(c1)C(=O)C)O)N
0.81	2905693	COC(=O)C1=C(C=CC(=C1)Cl)Cl
1.73	18365429	C(=C(C=O)Cl)c1ccccc1
0.68	14371109	C(=Cc1ccccc1)C=O
2.02	2579228	C(#CC=O)c1ccccc1
0.31	16212058	C(S(=O)(=O)C1=CC=CC=C1)C=C
2.31	635-12-1	O=C1c2c(cc3c(c2)cccc3)C(C=C1)=O
-0.79	599702	C1=CC=CC(=C1)S(CC)(=O)=O
0.06	100447	C1=CC=C(C=C1)CCl
2.64	2578-45-2	N(=O)(=O)c1cc(N(=O)=O)cnc1Cl
0.22	4214-76-0	N(=O)(=O)c1ccc(nc1)N
2.16	97-00-7	N(=O)(=O)c1cc(N(=O)=O)ccc1Cl
2.12	709-49-9	N(=O)(=O)c1cc(N(=O)=O)ccc1I
2.31	584-48-5	N(=O)(=O)c1cc(N(=O)=O)ccc1Br
1.71	70-34-8	N(=O)(=O)c1cc(N(=O)=O)ccc1F
1.16	7149-70-4	N(=O)(=O)c1cc(C)c(cc1)Br
2.08	327-92-4	N(=O)(=O)c1cc(N(=O)=O)c(cc1F)F
2.66	1930-72-9	N(=O)(=O)c1c(Cl)c(N(=O)=O)cc(c1)C#N
0.68	88-73-3	N(=O)(=O)c1c(Cl)cccc1
0.75	577-19-5	N(=O)(=O)c1c(Br)cccc1
0.82	14548459	C1=CC(=CN=C1)C(=O)C2=CC=C(C=C2)Br
1.24	1817-73-8	N(=O)(=O)c1cc(N(=O)=O)cc(c1N)Br
1.12	3531-19-9	N(=O)(=O)c1cc(N(=O)=O)cc(c1N)Cl
0.99	611-06-3	N(=O)(=O)c1c(Cl)cc(cc1)Cl
0.82	89-59-8	N(=O)(=O)c1c(C)ccc(c1)Cl
0.25	446-10-6	N(=O)(=O)c1c(C)ccc(c1)F
1.43	18708-70-8	N(=O)(=O)c1c(Cl)cc(cc1Cl)Cl
2.19	6284-83-9	Clc1c(N(=O)=O)c(Cl)cc(c1N(=O)=O)Cl
-0.02	4553075	CCOC(=O)C(C#N)C1=CC=CC=C1
0.01	1823912	CC(C#N)C1=CC=CC=C1
0.31	613901	C1=CC=C(C=C1)C(=O)C#N
1.67	2216946	C(#Cc1ccccc1)C(=O)OCC
0.71	607818	C(C(C(=O)OCC)Cc1ccccc1)(=O)OCC
-0.46	98862	CC(=O)C1=CC=CC=C1
0.57	93914	C(CC(=O)C)(=O)c1ccccc1
-0.37	1443-80-7	C(C)(=O)c1ccc(cc1)C#N
-0.07	93550	CCC(=O)C1=CC=CC=C1
0.21	495409	CCCC(=O)C1=CC=CC=C1
0.67	122032	CC(C)C1=CC=C(C=C1)C=O
0.56	1009149	CCCCC(=O)C1=CC=CC=C1
1.56	1671756	CCCCCCC(=O)C1=CC=CC=C1
1.89	1674379	CCCCCCCC(=O)C1=CC=CC=C1
1.19	942927	CCCCCC(=O)C1=CC=CC=C1
1.35	2495354	O(Cc1ccccc1)C(=O)C=C
0.65	2495376Benzyl	CC(=C)C(=O)OCC1=CC=CC=C1
0.16	20451530	O=S(C=C)C1=CC=CC=C1
1.45	120514	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
1.05	3012371	C(#N)SCc1ccccc1
0.58	103264	COC(=O)C=CC1=CC=CC=C1
1.28	5535488	C(S(=O)(=O)C1=CC=CC=C1)=C
-0.05	1008760	O1C(=O)CCC1c1ccccc1
0.69	5296640	C=CCSC1=CC=CC=C1
0.49	23144527	C(CCCCO)CCCCl
1.04	50816198	C(CCCCCCCBr)O
-0.27	2009838	C(CCCO)CCCl
0.01	4286559	OCCCCCCBr
-0.76	928518	C(CCCl)CO
-1.4	627305	C(CCO)Cl
-0.93	627189	C(CCO)Br
-1.76	2508294	C(CCCCN)O
-1.93	111295	C(CCCCO)O
0.22	112470	C(CCCCCCCCCO)O
