Cid	Smiles	Name	Formula	Term_List	TreeIds
9976794	CN1CCC2(CCN3CCC4=C(C3C2)OC5=CC=CC=C45)N(C1=O)C.Cl	L 657743	C20H26ClN3O2	['Adrenergic alpha-Antagonists', 'Adrenergic alpha-Antagonists']	['D27.505.519.625.050.200.100;D27.505.696.577.050.200.100', 'D27.505.519.625.050.200.100;D27.505.696.577.050.200.100']
23681230	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.O.[Na+]	Omeprazole	C17H20N3NaO4S	['Proton Pump Inhibitors', 'Anti-Ulcer Agents']	['D27.505.519.389.848', 'D27.505.954.483.203']
5086	C1=CC(=CC(=C1)F)C2=C(N=CS2)C(=O)NCCN	Ro 41-1049	C12H12FN3OS	['Monoamine Oxidase Inhibitors']	['D27.505.519.389.616']
17275	C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl	Antazoline	C17H20ClN3	['Anti-Allergic Agents', 'Histamine H1 Antagonists', 'Histamine H1 Antagonists']	['D27.505.954.016', 'D27.505.519.625.375.425.400;D27.505.696.577.375.425.400', 'D27.505.519.625.375.425.400;D27.505.696.577.375.425.400']
56840886	C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Tc]	Pentetic Acid	C14H18N3NaO10Tc-4	['Chelating Agents', 'Radiopharmaceuticals', 'Radiopharmaceuticals', 'Iron Chelating Agents', 'Antidotes']	['D27.505.519.914.500;D27.720.832.500', 'D27.505.259.843;D27.505.519.871;D27.720.470.410.650', 'D27.505.259.843;D27.505.519.871;D27.720.470.410.650', 'D27.505.519.914.500.410;D27.720.832.500.410', 'D27.505.696.706.037;D27.720.799.037']
9037	CN(C)P(=O)(N(C)C)OP(=O)(N(C)C)N(C)C	octamethyl pyrophosphoramide	C8H24N4O3P2	['Cholinesterase Inhibitors', 'Cholinesterase Inhibitors', 'Cholinesterase Inhibitors']	['D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300']
5281055	CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O	rosiglitazone	C22H23N3O7S	['Hypoglycemic Agents']	['D27.505.696.422']
9797431	C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN.O.O.O.[Na]	Alendronate	C4H19NNaO10P2	['Bone Density Conservation Agents']	['D27.505.696.242']
5359485	CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)O)O	alternariol	C14H10O5	['Cholinesterase Inhibitors', 'Cholinesterase Inhibitors', 'Cholinesterase Inhibitors']	['D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300']
54710745	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)[O-])C(=O)N)N(C)C)O)O.[Ca+2]	Oxytetracycline	C22H22CaN2O9	['Anti-Bacterial Agents']	['D27.505.954.122.085']
5362420	CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C	verteporfin	C41H42N4O8	['Photosensitizing Agents', 'Photosensitizing Agents']	['D27.505.954.444.600;D27.505.954.600.710', 'D27.505.954.444.600;D27.505.954.600.710']
126757	CC1CC2=CC3=C(C=C2C(=NN1C(=O)NC)C4=CC=C(C=C4)N)OCO3.Cl	GYKI 53655	C19H21ClN4O3	['Excitatory Amino Acid Antagonists', 'Excitatory Amino Acid Antagonists']	['D27.505.519.625.190.300;D27.505.696.577.190.300', 'D27.505.519.625.190.300;D27.505.696.577.190.300']
5462501	CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O	Enalaprilat	C18H24N2O5	['Antihypertensive Agents', 'Angiotensin-Converting Enzyme Inhibitors']	['D27.505.954.411.162', 'D27.505.519.389.745.085']
73416983	CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O.CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O	Clenbuterol	C24H36Cl4N4O2	['Sympathomimetics', 'Bronchodilator Agents', 'Bronchodilator Agents', 'Adrenergic beta-Agonists', 'Adrenergic beta-Agonists']	['D27.505.696.663.050.870', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200']
449241	C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br	N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide	C20H20BrN3O2S	['Protein Kinase Inhibitors']	['D27.505.519.389.755']
2370	CC(C[N+](C)(C)C)OC(=O)N	Bethanechol	C7H17N2O2+	['Muscarinic Agonists', 'Muscarinic Agonists', 'Parasympathomimetics']	['D27.505.519.625.120.140.500;D27.505.696.577.120.140.500', 'D27.505.519.625.120.140.500;D27.505.696.577.120.140.500', 'D27.505.696.663.050.675']
10475220	COC1=C(C=CC(=C1)C=C(C(=CC2=CC(=C(C=C2)O)OC)C(=O)O)C(=O)O)O	ferulic acid	C20H18O8	['Free Radical Scavengers', 'Cholagogues and Choleretics', 'Antihypertensive Agents', 'Anticoagulants', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.519.217.500', 'D27.505.954.483.508', 'D27.505.954.411.162', 'D27.505.954.502.119', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030']
656677	CC(C)NCC(C1=CC(=C(C=C1)O)O)O.CC(C)NCC(C1=CC(=C(C=C1)O)O)O.O.O.OS(=O)(=O)O	Isoproterenol	C22H40N2O12S	['Sympathomimetics', 'Cardiotonic Agents', 'Bronchodilator Agents', 'Bronchodilator Agents', 'Adrenergic beta-Agonists', 'Adrenergic beta-Agonists']	['D27.505.696.663.050.870', 'D27.505.954.411.222;D27.720.799.080', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.696.663.050.110;D27.505.954.796.050.100', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200', 'D27.505.519.625.050.100.200;D27.505.696.577.050.100.200']
65820	CC(C)(C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)O	carebastine	C32H37NO4	['Anti-Asthmatic Agents', 'Histamine H1 Antagonists', 'Histamine H1 Antagonists']	['D27.505.954.796.050', 'D27.505.519.625.375.425.400;D27.505.696.577.375.425.400', 'D27.505.519.625.375.425.400;D27.505.696.577.375.425.400']
6474062	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C.C1=CN=CC=C1C(=O)NN.C1=CN=C(C=N1)C(=O)N	isoniazid, pyrazinamide, rifampin drug combination	C54H70N10O14	['Antitubercular Agents']	['D27.505.954.122.085.255']
73949	C1COC(=O)N1	Oxazolidinones	C3H5NO2	['Protein Synthesis Inhibitors', 'Anti-Infective Agents']	['D27.505.519.389.760', 'D27.505.954.122']
33672	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C	Carfecillin	C23H22N2O6S	['Anti-Bacterial Agents', 'Anti-Infective Agents, Urinary', 'Anti-Infective Agents, Urinary']	['D27.505.954.122.085', 'D27.505.954.122.237;D27.505.954.613.056', 'D27.505.954.122.237;D27.505.954.613.056']
3033226	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO	adrafinil	C15H15NO3S	['Adrenergic alpha-Agonists', 'Adrenergic alpha-Agonists']	['D27.505.519.625.050.100.100;D27.505.696.577.050.100.100', 'D27.505.519.625.050.100.100;D27.505.696.577.050.100.100']
3655	C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O	velnacrine	C13H14N2O	['Cholinesterase Inhibitors', 'Cholinesterase Inhibitors', 'Cholinesterase Inhibitors']	['D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300', 'D27.505.519.389.275;D27.505.519.625.120.300;D27.505.696.577.120.300']
38503	CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=C(C=C3)F	fluproquazone	C18H17FN2O	['Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030']
65929	CN1C2=CC=CC=C2SC(C1=O)C3=C(C=CC(=C3)OC)OCCCN(C)CCOC4=CC5=C(C=C4)OCO5	sesamodil	C29H32N2O6S	['Calcium Channel Blockers', 'Calcium Channel Blockers', 'Anti-Arrhythmia Agents']	['D27.505.519.562.249;D27.505.954.411.192', 'D27.505.519.562.249;D27.505.954.411.192', 'D27.505.954.411.097']
4976	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	Protriptyline	C19H21N	['Adrenergic Uptake Inhibitors', 'Adrenergic Uptake Inhibitors', 'Adrenergic Uptake Inhibitors', 'Adrenergic Uptake Inhibitors', 'Adrenergic Uptake Inhibitors', 'Antidepressive Agents, Tricyclic']	['D27.505.519.562.437.050;D27.505.519.625.050.601;D27.505.519.625.600.050;D27.505.696.577.050.601;D27.505.696.577.600.050', 'D27.505.519.562.437.050;D27.505.519.625.050.601;D27.505.519.625.600.050;D27.505.696.577.050.601;D27.505.696.577.600.050', 'D27.505.519.562.437.050;D27.505.519.625.050.601;D27.505.519.625.600.050;D27.505.696.577.050.601;D27.505.696.577.600.050', 'D27.505.519.562.437.050;D27.505.519.625.050.601;D27.505.519.625.600.050;D27.505.696.577.050.601;D27.505.696.577.600.050', 'D27.505.519.562.437.050;D27.505.519.625.050.601;D27.505.519.625.600.050;D27.505.696.577.050.601;D27.505.696.577.600.050', 'D27.505.954.427.700.122.055']
76956175	C1C(O1)COCCOCCOCCOCC2CO2.C1C(O1)COCCOCCOCCOCC2CO2.C1C(O1)COCCOCCOCCOCC2CO2	Ethoglucid	C36H66O18	['Antineoplastic Agents, Alkylating', 'Antineoplastic Agents, Alkylating']	['D27.505.519.124.035;D27.505.954.248.150;D27.888.569.035.035', 'D27.505.519.124.035;D27.505.954.248.150;D27.888.569.035.035']
53297457	CC1C(C(CC(O1)OC2C3C(=O)NC(C4=CC(=CC(=C4C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C(C=C8)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)OC9C(C(C(C(O9)CO)O)O)OC1CC(C(C(O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C2C=C1)Cl)O)O)O)C(=O)O)(C)N)O.OP(=O)(O)O.OP(=O)(O)O	oritavancin	C86H103Cl3N10O34P2	['Anti-Bacterial Agents']	['D27.505.954.122.085']
123686	C1=CC=C(C=C1)NC(=O)NCCNCC(COC2=CC=CC=C2C#N)O	ICI 89406	C19H22N4O3	['Adrenergic beta-Antagonists', 'Adrenergic beta-Antagonists']	['D27.505.519.625.050.200.200;D27.505.696.577.050.200.200', 'D27.505.519.625.050.200.200;D27.505.696.577.050.200.200']
119365	CC1=CC2=C(C=C1)C3=C(C2COC(=O)NC(CC(C)C)C(=O)O)C=C(C=C3)C	N-(9H-(2,7-dimethylfluoren-9-ylmethoxy)carbonyl)leucine	C23H27NO4	['Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030']
76957990	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F.CCNC(C)CC1=CC(=CC=C1)C(F)(F)F	Fenfluramine	C24H32F6N2	['Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors', 'Serotonin Uptake Inhibitors']	['D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900', 'D27.505.519.562.437.850;D27.505.519.625.600.850;D27.505.519.625.850.900;D27.505.696.577.600.850;D27.505.696.577.850.900']
200103	C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]	sertaconazole	C20H16Cl3N3O4S	['Antifungal Agents']	['D27.505.954.122.136']
439647	CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl	Tosylphenylalanyl Chloromethyl Ketone	C17H18ClNO3S	['Serine Proteinase Inhibitors', 'Protein Synthesis Inhibitors', 'Alkylating Agents']	['D27.505.519.389.745.800', 'D27.505.519.389.760', 'D27.505.519.124;D27.888.569.035']
3693566	COC1=CC(=C(C=C1C(=O)CCCCN2CCC3(CC2)C(=O)NC(=O)N3)NS(=O)(=O)C4=CC=C(C=C4)C(F)(F)F)OC	8-(5-(5-amino-2,4-dimethoxyphenyl)-5-oxopentyl)-1,3,8-triazaspiro(4.5)decane-2,4-dione	C27H31F3N4O7S	['Serotonin Antagonists', 'Serotonin Antagonists']	['D27.505.519.625.850.850;D27.505.696.577.850.850', 'D27.505.519.625.850.850;D27.505.696.577.850.850']
5044011	C1=CC(=NC(=C1)C(=O)[O-])C(=O)[O-]	dipicolinic acid	C7H3NO4-2	['Enzyme Inhibitors', 'Chelating Agents']	['D27.505.519.389', 'D27.505.519.914.500;D27.720.832.500']
70685092	CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O.C(C(C(=O)O)O)(C(=O)O)O	eliglustat	C27H42N2O10	['Enzyme Inhibitors']	['D27.505.519.389']
2369	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O	Betaxolol	C18H29NO3	['Adrenergic beta-1 Receptor Antagonists', 'Adrenergic beta-1 Receptor Antagonists', 'Sympatholytics', 'Antihypertensive Agents']	['D27.505.519.625.050.200.200.100;D27.505.696.577.050.200.200.100', 'D27.505.519.625.050.200.200.100;D27.505.696.577.050.200.200.100', 'D27.505.696.663.050.850', 'D27.505.954.411.162']
23665584	CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)[O-])OC.[Na+]	Mycophenolic Acid	C17H19NaO6	['Enzyme Inhibitors', 'Antibiotics, Antineoplastic']	['D27.505.519.389', 'D27.505.954.248.106']
4486	CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO	nifekalant	C19H27N5O5	['Anti-Arrhythmia Agents']	['D27.505.954.411.097']
8536	CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)O	Vitamin K 3	C11H10O5S	['Vitamins']	['D27.505.696.377.605.600;G07.203.300.631.600;J02.500.631.600']
23715168	C12=C(NC(=O)NC1=O)NC(=O)[N-]2.O.[Na+]	Uric Acid	C5H5N4NaO4	['Antioxidants', 'Antioxidants']	['D27.505.519.217;D27.505.696.706.125;D27.720.799.047', 'D27.505.519.217;D27.505.696.706.125;D27.720.799.047']
24812732	CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O.C(=CC(=O)O)C(=O)O	Bedaquiline	C36H35BrN2O6	['Antitubercular Agents']	['D27.505.954.122.085.255']
5311010	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O	atosiban	C43H67N11O12S2	['Tocolytic Agents', 'Tocolytic Agents', 'Hormone Antagonists']	['D27.505.696.875.825;D27.505.954.705.825', 'D27.505.696.875.825;D27.505.954.705.825', 'D06.347;D27.505.696.399.450']
84951	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O	fructose-1,6-diphosphate	C6H14O12P2	['Neuroprotective Agents', 'Neuroprotective Agents', 'Cardiovascular Agents', 'Anti-Arrhythmia Agents']	['D27.505.696.706.548;D27.505.954.427.575', 'D27.505.696.706.548;D27.505.954.427.575', 'D27.505.954.411', 'D27.505.954.411.097']
16129685	CCC(C)C(C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=CC=C4)NC(=O)CNC(=O)CNC(=O)C(CC5=CC=C(C=C5)O)N	Dynorphins	C99H155N31O23	['Neurotransmitter Agents', 'Neurotransmitter Agents']	['D27.505.519.625;D27.505.696.577', 'D27.505.519.625;D27.505.696.577']
60957	CCOC(=O)CC(C#C)NC(=O)CCC(=O)NC1=CC=C(C=C1)C(=N)N	xemilofiban	C18H22N4O4	['Platelet Aggregation Inhibitors']	['D27.505.954.502.780']
71306803	CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N.CC(=O)O.O	pramlintide	C173H273N51O56S2	['Hypoglycemic Agents']	['D27.505.696.422']
3032886	CCCCCCCCCC(=O)OCCN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	flupenthixol decanoate	C33H43F3N2O2S	['Dopamine Antagonists', 'Dopamine Antagonists']	['D27.505.519.625.150.175;D27.505.696.577.150.175', 'D27.505.519.625.150.175;D27.505.696.577.150.175']
5282381	CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O	Misoprostol	C22H38O5	['Oxytocics', 'Oxytocics', 'Anti-Ulcer Agents']	['D27.505.696.875.737;D27.505.954.705.737', 'D27.505.696.875.737;D27.505.954.705.737', 'D27.505.954.483.203']
13776	C[N+](C)(C)CCCCCC[N+](C)(C)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]	benzohexonium	C24H40N2O6S2	['Anti-Ulcer Agents']	['D27.505.954.483.203']
146361	CC(C1CCC2C1(CCC3C2CCC4C3(CCC(=O)N4C)C)C)C(=O)O	4-methyl-4-aza-3-oxopregnane-20-carboxylate	C22H35NO3	['5-alpha Reductase Inhibitors', '5-alpha Reductase Inhibitors']	['D27.505.519.389.870.200;D27.505.696.399.450.855.200', 'D27.505.519.389.870.200;D27.505.696.399.450.855.200']
73417179	CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O.CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O	Suprofen	C28H24O6S2	['Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030', 'D27.505.696.663.850.014.040.500;D27.505.954.158.030;D27.505.954.329.030']
160027	C[N+]1(CC2=C(C=CC3=C2OCO3)C4C1C5=CC6=C(C=C5CC4O)OCO6)CCNP(=S)(NCC[N+]7(CC8=C(C=CC9=C8OCO9)C1C7C2=CC3=C(C=C2CC1O)OCO3)C)NCC[N+]1(CC2=C(C=CC3=C2OCO3)C2C1C1=CC3=C(C=C1CC2O)OCO3)C.[OH-].[OH-].[OH-]	ukrain	C66H75N6O18PS	['Antineoplastic Agents', 'Adjuvants, Immunologic']	['D27.505.954.248', 'D27.505.696.477.067']
3229	CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O	Enoxacin	C15H17FN4O3	['Cytochrome P-450 CYP1A2 Inhibitors', 'Cytochrome P-450 CYP1A2 Inhibitors', 'Topoisomerase II Inhibitors', 'Topoisomerase II Inhibitors', 'Anti-Bacterial Agents']	['D27.505.389.500.120;D27.505.519.389.335.120', 'D27.505.389.500.120;D27.505.519.389.335.120', 'D27.505.519.389.892.750;D27.505.954.248.794.750', 'D27.505.519.389.892.750;D27.505.954.248.794.750', 'D27.505.954.122.085']
441344	CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl	Dicyclomine	C19H36ClNO2	['Muscarinic Antagonists', 'Muscarinic Antagonists', 'Parasympatholytics']	['D27.505.519.625.120.200.500;D27.505.696.577.120.200.500', 'D27.505.519.625.120.200.500;D27.505.696.577.120.200.500', 'D27.505.696.663.050.650']
441325	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl	Amiodarone	C25H30ClI2NO3	['Cytochrome P-450 CYP1A2 Inhibitors', 'Cytochrome P-450 CYP1A2 Inhibitors', 'Potassium Channel Blockers', 'Potassium Channel Blockers', 'Vasodilator Agents', 'Anti-Arrhythmia Agents']	['D27.505.389.500.120;D27.505.519.389.335.120', 'D27.505.389.500.120;D27.505.519.389.335.120', 'D27.505.519.562.500;D27.505.954.411.645', 'D27.505.519.562.500;D27.505.954.411.645', 'D27.505.954.411.918', 'D27.505.954.411.097']
6419953	CN1CCCN=C1C=CC2=CC=CS2.C(C(C(=O)O)O)(C(=O)O)O	Pyrantel Tartrate	C15H20N2O6S	['Antinematodal Agents', 'Anthelmintics']	['D27.505.954.122.250.075.080', 'D27.505.954.122.250.075']
5490028	C1(=C(C(=C(C(=C1F)F)F)F)F)NN=C2C(=C(C(=O)C(=C2F)F)F)F	4-hydroxynonafluoroazobenzene	C12HF9N2O	['5-alpha Reductase Inhibitors', '5-alpha Reductase Inhibitors']	['D27.505.519.389.870.200;D27.505.696.399.450.855.200', 'D27.505.519.389.870.200;D27.505.696.399.450.855.200']
14992	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N	Niclosamide	C15H15Cl2N3O5	['Antinematodal Agents']	['D27.505.954.122.250.075.080']
28061	CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]	Ornidazole	C7H10ClN3O3	['Radiation-Sensitizing Agents', 'Amebicides']	['D27.505.954.600', 'D27.505.954.122.250.100.055']
107822	CC1C2CCC(CC2C3=C(C=C(C=C3N1)OC(C)CCCC4=CC=CC=C4)OC(=O)C)O	nantradol	C27H35NO4	['Antiemetics', 'Antiemetics', 'Antiemetics', 'Analgesics', 'Analgesics']	['D27.505.696.663.050.030;D27.505.954.427.095;D27.505.954.483.200', 'D27.505.696.663.050.030;D27.505.954.427.095;D27.505.954.483.200', 'D27.505.696.663.050.030;D27.505.954.427.095;D27.505.954.483.200', 'D27.505.696.663.850.014;D27.505.954.427.040', 'D27.505.696.663.850.014;D27.505.954.427.040']
6207	C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O	Egtazic Acid	C14H24N2O10	['Calcium Chelating Agents', 'Antidotes']	['D27.505.519.914.500.204;D27.720.832.500.204', 'D27.505.696.706.037;D27.720.799.037']
16219164	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C.[Na]	Chenodeoxycholic Acid	C24H40NaO4	['Gastrointestinal Agents', 'Cathartics']	['D27.505.954.483', 'D27.505.954.483.396']
71698	CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O	mepindolol	C15H22N2O2	['Adrenergic beta-Antagonists', 'Adrenergic beta-Antagonists']	['D27.505.519.625.050.200.200;D27.505.696.577.050.200.200', 'D27.505.519.625.050.200.200;D27.505.696.577.050.200.200']
92092	C(C(C(C(C(=O)CO)O)O)O)O	tagatose	C6H12O6	['Iron Chelating Agents']	['D27.505.519.914.500.410;D27.720.832.500.410']
23686751	CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)[O-].[Na+]	salinomycin	C42H69NaO11	['Coccidiostats', 'Anti-Bacterial Agents']	['D27.505.954.122.250.100.170', 'D27.505.954.122.085']
