Cid	Smiles	Name	Formula	Term_List	TreeIds
6439463	CN1C2=CC=CC=C2SC1=CC3=CC=[N+](C4=CC=CC=C34)CCC[N+](C)(C)CCC[N+](C)(C)CCC[N+]5=CC=C(C6=CC=CC=C65)C=C7N(C8=CC=CC=C8S7)C.[I-].[I-].[I-].[I-]	1,1'-(4,4,7,7-tetramethyl-4,7-diazaundecamethylene)bis-4-(3-methyl-2,3-dihydro(benzo-1,3-thiazole)-2-methylidene)quinolinium	C49H58I4N6S2	['Intercalating Agents', 'Fluorescent Dyes']	['D27.720.470.410.360', 'D27.720.233.348;D27.720.470.410.505.500']
93561	C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].[Al+3].[Al+3]	Oxalic Acid	C6Al2O12	['Reducing Agents']	['D27.720.470.410.690']
173636	C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl.OS(=O)(=O)O	enilconazole	C14H16Cl2N2O5S	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
19700	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+]	brilliant blue	C37H34N2Na2O9S3	['Coloring Agents']	['D27.720.233']
636	C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O	2'-deoxyadenosine	C10H13N5O3	['Mutagens']	['D27.888.569.468']
887	CO	Methanol	CH4O	['Solvents']	['D27.720.844']
6549	CC(=CCCC(C)(C=C)O)C	linalool	C10H18O	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
21307	CC1=C(SCCO1)C(=O)NC2=CC=CC=C2	Carboxin	C12H13NO2S	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
124997	CCC(C)C(C(=O)NC(CCCCN)C(=O)NC1=CC=C(C=C1)[N+](=O)[O-])NC(=O)C(C(C)C)N	valyl-leucyl-lysine 4-nitroanilide	C23H38N6O5	['Chromogenic Compounds']	['D27.720.233.174;D27.720.470.410.200']
6134	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	Lactose	C12H22O11	['Sweetening Agents']	['D27.720.364.609;D27.720.888;G07.203.300.512.400.700;J02.500.512.400.700']
60020207	[CH3-].[CH3-].C1CC(C1)(C(=O)O)C(=O)O.[Pt+2]	Carboplatin	C8H14O4Pt	['Cross-Linking Reagents']	['D27.720.470.410.210']
123671	CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)O	brilliant blue	C37H36N2O9S3	['Coloring Agents']	['D27.720.233']
3083735	CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1O.[Br-]	cethexonium	C24H50BrNO	['Surface-Active Agents']	['D27.720.877']
6452955	C1=CC=C(C=C1)N.[N+](=O)(O)[O-]	aniline	C6H8N2O3	['Carcinogens']	['D27.888.569.100']
16388	CCCCCCCCCC[N+](C)(C)C.[Br-]	decyltrimethylammonium	C13H30BrN	['Surface-Active Agents']	['D27.720.877']
168963	C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].C(=O)(C(=O)[O-])[O-].[Fe+3].[Fe+3]	Sensodyne	C6Fe2O12	['Reducing Agents']	['D27.720.470.410.690']
6432082	CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].O.[Na+]	sarkosyl	C15H30NNaO4	['Detergents']	['D27.720.877.265;J01.516.381']
9872127	CC1CCC2(CC3CC(O2)CC=C(CC(C=CC=C(C4(CC(C(=CC4C(=O)O3)C)OC)O)CO)C)C)OC1C	milbemycin	C32H48O7	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
11079	C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl	Naphazoline	C14H15ClN2	['Nasal Decongestants']	['D27.505.954.411.793.610;D27.505.954.796.560']
24181585	C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)O)I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)O.[K+]	Rose Bengal	C20H4Cl4I4KO5+	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
17560	CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)O)C=C3)C5=CC=CC=C5S(=O)(=O)O	brilliant blue	C37H37N2O9S3+	['Coloring Agents']	['D27.720.233']
122006	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])N	isoleucyl-prolyl-arginine-4-nitroanilide	C23H36N8O5	['Chromogenic Compounds']	['D27.720.233.174;D27.720.470.410.200']
23706212	CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[K+]	Warfarin	C19H15KO4	['Rodenticides']	['D27.720.031.700.853;D27.888.723.853']
4004	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	Malathion	C10H19O6PS2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
65134	CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=C(C=C(C=C4)SC#N)C(=O)O.[Cl-]	tetramethylrhodamine isothiocyanate	C25H22ClN3O3S	['Coloring Agents', 'Fluorescent Dyes']	['D27.720.233', 'D27.720.233.348;D27.720.470.410.505.500']
53249634	CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)O.[Na]	Dioctyl Sulfosuccinic Acid	C20H38NaO7S	['Surface-Active Agents']	['D27.720.877']
23665772	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]	Sodium Tetradecyl Sulfate	C14H29NaO4S	['Surface-Active Agents']	['D27.720.877']
65800	C1CN1P2(=NP(=NP(=N2)(N3CC3)N4CCOCC4)(N5CC5)N6CC6)N7CC7	fotrin	C14H28N9OP3	['Mutagens']	['D27.888.569.468']
5513	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1	Tomatine	C50H83NO21	['Indicators and Reagents']	['D27.720.470.410']
73555141	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CC[NH+]3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CC[NH+]3CC4C=C)O.[O-]S(=O)(=O)[O-]	Quinidine	C40H50N4O8S	['Cytochrome P-450 CYP2D6 Inhibitors']	['D27.505.389.500.368;D27.505.519.389.335.368']
4051915	C(=O)(C(=O)O)O.[Fe]	Oxalic Acid	C2H2FeO4	['Reducing Agents']	['D27.720.470.410.690']
25162924	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C(=CC4=CC(=CC(=C4C3=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-])C)NN=C5C(=CC6=CC(=CC(=C6C5=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]	Trypan Blue	C34H24N6NaO14S4-3	['Coloring Agents']	['D27.720.233']
21226	C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.O	1,10-phenanthroline	C12H10N2O	['Intercalating Agents', 'Cross-Linking Reagents']	['D27.720.470.410.360', 'D27.720.470.410.210']
5359810	C1=CC(=CC=C1NN=C2C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]	FD and C Yellow No. 6	C16H10N2Na2O7S2	['Coloring Agents']	['D27.720.233']
23675748	CCOC1=C2C(=C(C=C1)S(=O)(=O)[O-])C=CC=N2.[Na+]	Naphazoline	C11H10NNaO4S	['Nasal Decongestants']	['D27.505.954.411.793.610;D27.505.954.796.560']
123808	C1=CC=C(C=C1)NC2=C3C(=C(C=C2)C4=C5C=CC=C(C5=C(C=C4)NC6=CC=CC=C6)S(=O)(=O)O)C=CC=C3S(=O)(=O)O	5,5'-bis(8-(phenylamino)-1-naphthalenesulfonate)	C32H24N2O6S2	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
104978	CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)OCCOC2=C(C=CC(=C2)C3=C4C=C(C(=O)C=C4OC5=CC(=C(C=C53)Cl)O)Cl)N(CC(=O)O)CC(=O)O	Fluo-3	C36H30Cl2N2O13	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
16421	CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]	Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester	C14H14NO4PS	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
11294	CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-]	malachite green	C23H25ClN2	['Coloring Agents', 'Fungicides, Industrial']	['D27.720.233', 'D27.720.031.700.288;D27.888.723.288']
3286	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	ethion	C9H22O4P2S4	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
10309034	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[N-]=[N+]=[N-]	8-azidoethidium	C21H20N6	['Affinity Labels']	['D27.720.470.410.080']
443315	CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO	Polysorbates	C32H60O10	['Surface-Active Agents']	['D27.720.877']
24180873	C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)O)Br)Br)Br)C(=O)O.[Na+]	Eosine I Bluish	C20H8Br4NaO5+	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
71068	C1=CC=C2C(=C1)C(=CC(=N2)C3=NC4=CC=CC=C4C(=C3)C(=O)O)C(=O)O	bicinchoninic acid	C20H12N2O4	['Indicators and Reagents']	['D27.720.470.410']
122003	CN(C)C1=CC=C(C2=CC=CC=C21)N=C(C3CCCCC3)N	N-cyclohexyl-N'-(4-dimethylamino-alpha-naphthyl)carbodiimide	C19H25N3	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
6	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl	Dinitrochlorobenzene	C6H3ClN2O4	['Indicators and Reagents']	['D27.720.470.410']
6435921	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.C(=CC(=O)O)C(=O)O	Paroxetine	C23H24FNO7	['Cytochrome P-450 CYP2D6 Inhibitors']	['D27.505.389.500.368;D27.505.519.389.335.368']
46878464	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)([O-])[O-])O)O	indoleglycerol phosphate	C11H12NO6P-2	['Indicators and Reagents']	['D27.720.470.410']
9933195	C1=CC2=C(C=C1S(=O)(=O)O)C(=O)C(=C3C(=O)C4=C(N3)C=CC(=C4)S(=O)(=O)O)N2.[Na+]	brilliant blue	C16H10N2NaO8S2+	['Coloring Agents']	['D27.720.233']
7028	CC(C(C1=CC=CC=C1)O)NC	Pseudoephedrine	C10H15NO	['Nasal Decongestants']	['D27.505.954.411.793.610;D27.505.954.796.560']
61578	[NH4+].[NH4+].[O-][Mo](=O)(=O)[O-]	ammonium molybdate	H8MoN2O4	['Coloring Agents']	['D27.720.233']
34210	CC(=O)NC1=CC=CC2=C1C3=CC=CC=C3C2	4-acetylaminofluorene	C15H13NO	['Carcinogens']	['D27.888.569.100']
74358	C1=CC=C(C=C1)N(C2=CC=CC=C2)NC3=C(C=C(C=C3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	1,1-diphenyl-2-picrylhydrazyl	C18H13N5O6	['Indicators and Reagents']	['D27.720.470.410']
60962	C1=CC=C(C=C1)NN.Cl	phenylhydrazine	C6H9ClN2	['Oxidants']	['D27.720.642;D27.888.569.540']
5081	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)N=[N+]=[N-])C	Ro 15-4513	C15H14N6O3	['Affinity Labels']	['D27.720.470.410.080']
129893825	CCCCCCN1C2=CC=CC=C2OC1=CC=CC3=[N+](C4=CC=CC=C4O3)CCCCCC.I	3,3'-dihexyl-2,2'-oxacarbocyanine	C29H38IN2O2+	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
4618	CCS(=O)CCSP(=O)(OC)OC	methyl demeton	C6H15O4PS2	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
115184	C1=CC(=C(C=C1N=C=S)S(=O)(=O)O)CCC2=C(C=C(C=C2)N=C=S)S(=O)(=O)O	dihydro-DIDS	C16H12N2O6S4	['Affinity Labels', 'Cross-Linking Reagents']	['D27.720.470.410.210', 'D27.720.470.410.080']
65077	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N	5-dimethylaminonaphthalene-1-sulfonamide	C12H14N2O2S	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
54603584	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C=CC4=C(C3=O)C(=C(C=C4S(=O)(=O)O)S(=O)(=O)O)N)OC)NN=C5C=CC6=C(C5=O)C(=C(C=C6S(=O)(=O)O)S(=O)(=O)O)N.[Na+]	pontamine sky blue	C34H28N6NaO16S4+	['Coloring Agents']	['D27.720.233']
5353694	CCN1C2=CC(=C(C=C2[N+](=C1C=CC=C3N(C4=CC(=C(C=C4N3CC)Cl)Cl)CC)CC)Cl)Cl	5,5',6,6'-tetrachloro-1,1',3,3'-tetraethylbenzimidazolocarbocyanine	C25H27Cl4N4+	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
91992282	[H+].CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-].[Cl-]	chromozym TH	C26H35ClN8O7S	['Chromogenic Compounds']	['D27.720.233.174;D27.720.470.410.200']
23685307	CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.[Na+]	D.C. Red No. 9	C17H12ClN2NaO4S	['Coloring Agents']	['D27.720.233']
4604041	C1=CC(=CC=C1C(=O)NC(COC2C(OC(C(C2O)O)O)CO)COC3C(OC(C(C3O)O)O)CO)C4(N=N4)C(F)(F)F	2-N-(4-(1-azitrifluoroethyl)benzoyl)-1,3-bis-(mannos-4-yloxy)-2-propylamine	C24H32F3N3O13	['Affinity Labels']	['D27.720.470.410.080']
119411	C(CP(CCC(=O)O)CCC(=O)O)C(=O)O	tris(2-carboxyethyl)phosphine	C9H15O6P	['Indicators and Reagents']	['D27.720.470.410']
50961	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C(C=CC(=C54)C=C3)[N+](=O)[O-]	3-nitrobenzo(a)pyrene	C20H11NO2	['Mutagens']	['D27.888.569.468']
114810	CC1=C(N2C(=C(C(=O)N2C1=O)C)CBr)C	monobromobimane	C10H11BrN2O2	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
129829248	CCCCCCCCCCCCCCCC[N+](C)(C)C.CCCCCCCCS(=O)(=O)[O-]	cetrimonium	C27H59NO3S	['Surface-Active Agents', 'Detergents']	['D27.720.877.265;J01.516.381', 'D27.720.877']
12717	C(C(=O)O)N(C=O)O	hadacidin	C3H5NO4	['Teratogens']	['D27.888.569.864']
10603	C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O	Hematoxylin	C16H14O6	['Coloring Agents']	['D27.720.233']
10915	CC(=O)O.CC(=O)O.O=[U]=O	uranyl acetate	C4H8O6U	['Coloring Agents']	['D27.720.233']
34217	C(#N)C1=C(C(=C(C(=C1Cl)C#N)Cl)Cl)O	tetrachloroisophthalonitrile	C8HCl3N2O	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
23664719	C[As](=O)(O)[O-].[Na+]	monomethylarsonic acid	CH4AsNaO3	['Teratogens', 'Herbicides']	['D27.888.569.864', 'D27.720.031.700.366;D27.888.723.366']
105053	[K+].I[I-]I	Lugol's solution	I3K	['Coloring Agents']	['D27.720.233']
175838	COC1=CC2=C(C=C1)NC3=C2C4=C(C=C3)C=C[N+](=C4)CCN5CCC(CC5)C6CCN(CC6)CC[N+]7=CC8=C(C=CC9=C8C1=C(N9)C=CC(=C1)OC)C=C7.CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)[O-].CS(=O)(=O)[O-]	ditercalinium	C50H64N6O14S4	['Intercalating Agents']	['D27.720.470.410.360']
56841626	C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O	Betalains	C24H26N2O13	['Coloring Agents']	['D27.720.233']
1030	CC(CO)O	Propylene Glycol	C3H8O2	['Solvents']	['D27.720.844']
6436140	C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)O)C=CC4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-]	nitrocefin	C21H16N4O8S2	['Indicators and Reagents']	['D27.720.470.410']
57347466	C[N+]1=CC=CC2=C1C3=CC4=NC(=CC5=C6C=CC=[N+](C6=C([N-]5)C=C7C8=C(C(=N7)C=C2[N-]3)[N+](=CC=C8)C)C)C9=C4C=CC=[N+]9C.CS(=O)(=O)[O-].CS(=O)(=O)[O-].CS(=O)(=O)[O-].CS(=O)(=O)[O-].[Cu+2]	copper phthalocyanine	C40H40CuN8O12S4	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
71561	CN(C)C1=CC=C(C=C1)N(C)C.Cl.Cl	Tetramethylphenylenediamine	C10H18Cl2N2	['Indicators and Reagents']	['D27.720.470.410']
7242	CC1=CC=CC=C1N	2-toluidine	C7H9N	['Carcinogens', 'Indicators and Reagents']	['D27.888.569.100', 'D27.720.470.410']
86693753	C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl.[O-]S(=O)(=O)[O-]	enilconazole	C14H14Cl2N2O5S-2	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
61363	CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+]	coomassie Brilliant Blue	C47H48N3NaO7S2	['Indicators and Reagents']	['D27.720.470.410']
155483	CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]	tetramethylrhodamine	C24H23ClN2O3	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
13362	CCCCN(C(=O)N)N=O	N-nitrosobutylurea	C5H11N3O2	['Carcinogens']	['D27.888.569.100']
3082460	C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O	invert sugar	C12H24O12	['Sweetening Agents']	['D27.720.364.609;D27.720.888;G07.203.300.512.400.700;J02.500.512.400.700']
43226	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl	fenarimol	C17H12Cl2N2O	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
103764	CCCCCCN1C2=CC=CC=C2OC1=CC=CC3=[N+](C4=CC=CC=C4O3)CCCCCC.[I-]	3,3'-dihexyl-2,2'-oxacarbocyanine	C29H37IN2O2	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
1145	C[N+](C)(C)[O-]	trimethyloxamine	C3H9NO	['Oxidants']	['D27.720.642;D27.888.569.540']
13542	CCCCN(CCCC)N=O	dibutylnitrosamine	C8H18N2O	['Carcinogens']	['D27.888.569.100']
4767	CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C	phenothrin	C23H26O3	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
25049412	CCCN1C2=CC=CC=C2SC1=CC=CC3=[N+](C4=CC=CC=C4S3)CCC.[I-]	3,3'-dipropyl-2,2'-thiadicarbocyanine	C23H25IN2S2	['Coloring Agents', 'Fluorescent Dyes']	['D27.720.233', 'D27.720.233.348;D27.720.470.410.505.500']
679	CS(=O)C	Dimethyl Sulfoxide	C2H6OS	['Solvents']	['D27.720.844']
16653	CCSC(=O)N1CCCCCC1	molinate	C9H17NOS	['Herbicides']	['D27.720.031.700.366;D27.888.723.366']
22833473	S=S=[Ni].[Ni].[Ni]	nickel subsulfide	Ni3S2	['Carcinogens']	['D27.888.569.100']
3624	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	Ethidium	C21H20N3+	['Indicators and Reagents', 'Fluorescent Dyes']	['D27.720.470.410', 'D27.720.233.348;D27.720.470.410.505.500']
445858	COC1=C(C=CC(=C1)C=CC(=O)O)O	ferulic acid	C10H10O4	['Indicators and Reagents']	['D27.720.470.410']
8370	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl	Hexachlorobenzene	C6Cl6	['Fungicides, Industrial']	['D27.720.031.700.288;D27.888.723.288']
105091	CC1=CC(=C(C=C1)N(CC(=O)OC)CC(=O)OC)OCCOC2=C(C=C3C(=C2)C=C(O3)C4=NC=C(O4)C(=O)OC)N(CC(=O)OC)CC(=O)OC	fura-2-am	C34H37N3O14	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
4786	CC(C(C1=CC=CC=C1)O)N	Phenylpropanolamine	C9H13NO	['Nasal Decongestants']	['D27.505.954.411.793.610;D27.505.954.796.560']
2724063	C1=CC2=C(C=C1S(=O)(=O)[O-])C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[O-].[Na+].[Na+]	naphthol yellow	C10H4N2Na2O8S	['Coloring Agents']	['D27.720.233']
7261	CC1=C(C=C(C=C1)N)N	2,4-diaminotoluene	C7H10N2	['Mutagens', 'Carcinogens']	['D27.888.569.468', 'D27.888.569.100']
8640	C1=CC=C2C(=C1)C=CC=C2N	1-Naphthylamine	C10H9N	['Carcinogens']	['D27.888.569.100']
23665593	CCCCN1C(=O)C(=CC=CC=C2N(C3=CC=CC=C3O2)CCCS(=O)(=O)[O-])C(=O)N(C1=S)CCCC.[Na+]	merocyanine dye	C26H32N3NaO6S2	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
16760503	CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C.Cl.Cl.Cl	bisbenzimide ethoxide trihydrochloride	C27H31Cl3N6O	['Fluorescent Dyes']	['D27.720.233.348;D27.720.470.410.505.500']
5802	C1=C(C(=O)NC(=O)N1)Br	Bromouracil	C4H3BrN2O2	['Mutagens']	['D27.888.569.468']
6001	CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C	9,10-Dimethyl-1,2-benzanthracene	C20H16	['Carcinogens']	['D27.888.569.100']
121867	CC1=NC=C(C(=C1O)C=O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O	pyridoxal 5'-diphospho-5'-adenosine	C18H22N6O12P2	['Affinity Labels']	['D27.720.470.410.080']
76960230	CCOP(=S)(CC)SC1=CC=CC=C1.CCOP(=S)(CC)SC1=CC=CC=C1	Fonofos	C20H30O2P2S4	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
188802	CC(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)O.[Mg+2]	isospaglumic acid	C11H14MgN2O8	['Neurotoxins']	['D27.888.569.504']
56840877	C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+4]	Carboplatin	C6H12N2O4Pt+2	['Cross-Linking Reagents']	['D27.720.470.410.210']
4179	CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC=CC8=CC=CC=C8	mezerein	C38H38O10	['Carcinogens']	['D27.888.569.100']
5359597	[O-][O]	Superoxides	O2-	['Oxidants']	['D27.720.642;D27.888.569.540']
1530	CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	C13H12N4	['Mutagens', 'Carcinogens']	['D27.888.569.468', 'D27.888.569.100']
104896	CCCC(CC=C)C(=O)O	2-propyl-4-pentenoic acid	C8H14O2	['Teratogens']	['D27.888.569.864']
8442	CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2	sulfoxide	C18H28O3S	['Insecticides']	['D27.720.031.700.491;D27.888.723.491']
77450	CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.COS(=O)(=O)[O-]	dimethyldioctadecylammonium	C39H83NO4S	['Surface-Active Agents']	['D27.720.877']
61711	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]	ferric ferrocyanide	C18Fe7N18	['Coloring Agents']	['D27.720.233']
1930	CCCCCCCCC=CCCCCCCCC(=O)N	oleylamide	C18H35NO	['Food Additives']	['D27.720.368;G07.203.300.512;J02.500.512']
61336	CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C	Sudan Black B	C29H24N6	['Coloring Agents']	['D27.720.233']
123645	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(N=C2N)N=[N+]=[N-]	2-azidoadenosine 5'-triphosphate	C10H15N8O13P3	['Affinity Labels']	['D27.720.470.410.080']
54680085	C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O	bromadiolone	C30H23BrO4	['Rodenticides']	['D27.720.031.700.853;D27.888.723.853']
76959377	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC.CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	Dimyristoylphosphatidylcholine	C72H144N2O16P2	['Indicators and Reagents']	['D27.720.470.410']
123925	COC(=N)CCCS	methyl 4-mercaptobutyrimidate	C5H11NOS	['Cross-Linking Reagents']	['D27.720.470.410.210']
10638	C1=CC2=C(C(=C1)N)C(=O)NNC2=O	Luminol	C8H7N3O2	['Indicators and Reagents']	['D27.720.470.410']
