CID	SMILES	Terms
198008.0	C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.O.O.[Fe+2]	['Hematinics']
54684461.0	CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O	['Anti-Bacterial Agents', 'Antimalarials']
220401.0	CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC	['Antineoplastic Agents, Phytogenic', 'Tubulin Modulators']
55397.0	CCCN1CCCC2C1CC3=C(C2)NN=C3.Cl	['Dopamine Agonists']
9568.0	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl	['Antiparkinson Agents', 'Muscarinic Antagonists', 'Muscle Relaxants, Central', 'Parasympatholytics']
5310999.0	C1COCCN1C2C(C(CC2=O)OCC3=CC=C(C=C3)C4=CC=CC=C4)CCC=CCCC(=O)O	['Anti-Arrhythmia Agents']
5572.0	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O	['Antiparkinson Agents', 'Muscarinic Antagonists']
120160.0	C1=C(NC=N1)CCN.Cl	['Histamine Agonists']
4595.0	CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C	['Anti-Anxiety Agents', 'Antiemetics', 'Antipruritics', 'Antipsychotic Agents', 'Serotonin Antagonists']
40119.0	C1=CC=C2C(=C1)C(=O)C3=C(S2(=O)=O)C=C(C=C3)C4=NNN=N4	['Bronchodilator Agents', 'Phosphodiesterase Inhibitors']
196129.0	CC1CC(C(OC1C2CC(C(O2)C3(CCC(O3)C4(CCC5(O4)CC(C(C(O5)C(C)C6C(C(C(C(O6)(CC(=O)O)O)C)OC)OC)C)O)C)C)OC7CC(C(C(O7)C)OC)OC)(C)O)C	['Anti-Bacterial Agents']
13788048.0	C(C(C1C(=C(C(=O)O1)O)[O-])O)O.C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Ca+2]	['Antioxidants', 'Vitamins']
76972017.0	CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O.CC1C2CC3=C(C1(CCN2CC4CC4)C)C=C(C=C3)O	['Analgesics, Non-Narcotic', 'Narcotic Antagonists']
6634.0	C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl	['Anti-Infective Agents', 'Anti-Infective Agents, Urinary']
216293.0	CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl	['Angiotensin II Type 1 Receptor Blockers']
3276.0	C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO	['Antineoplastic Agents', 'Radiation-Sensitizing Agents']
5332.0	COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N	['Anti-Infective Agents']
3249.0	CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	['Bone Density Conservation Agents', 'Vitamins']
5361918.0	C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6	['Narcotic Antagonists']
64392.0	C1CCC(CC1)N=C(NC23CC4CC(C2)CC(C4)C3)N5CCOCC5.Cl	['Diuretics']
43833377.0	C1=CC(=CC2=[NH+]C3=C(C=CC(=C3)N)C=C21)N.C1=CC(=CC2=[NH+]C3=C(C=CC(=C3)N)C=C21)N.[O-]S(=O)(=O)[O-]	['Anti-Infective Agents, Local']
70685119.0	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)O)C(=O)[O-])CSC4=NN=NN4CS(=O)(=O)O.[Na+]	['Anti-Bacterial Agents']
15259336.0	COC1=C2C(=C(C3=C1C=CN3)OC)C(=O)C4=CC=CC=C4C2=O	['Topoisomerase I Inhibitors']
9548889.0	C(C(=O)O)O.N.N.[Pt+2]	['Antineoplastic Agents']
57952.0	C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4.C(CC(=O)O)C(=O)O	['Anti-Arrhythmia Agents']
4410.0	CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O	['Anti-Bacterial Agents', 'Topoisomerase II Inhibitors']
72972216.0	CCOCCP(CCOCC)CCP(CCOCC)CCOCC.[Tc]	['Radiopharmaceuticals']
7025.0	CC(=C)C(=O)C(=CC(=O)O)OC	['Anti-Bacterial Agents']
54687.0	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O	['Anticholesteremic Agents', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors']
54686187.0	CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCN(CC5)CCO)N(C)C)O	['Anti-Bacterial Agents']
62920.0	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl	['Antihypertensive Agents', 'Calcium Channel Blockers', 'Cardiovascular Agents', 'Vasodilator Agents']
23670522.0	CC(CCC(=O)NCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+]	['Cholagogues and Choleretics']
158372.0	CC12CCC3C(C1CCC2C(=O)NC(C)(C)C(=O)C(F)(F)F)CCC4C3(C=CC(=O)N4)C	['5-alpha Reductase Inhibitors']
101073206.0	CC1C(CCC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)CO)O)N	['Topoisomerase II Inhibitors']
5282483.0	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl	['Antipsychotic Agents', 'Dopamine Antagonists']
134550.0	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=CNC7=CC=CC(=C67)C5=C4)C)O.CS(=O)(=O)O	['Dopamine Agonists']
56603756.0	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)O)O)O)O)O	['Cysteine Proteinase Inhibitors']
3085661.0	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(C(C(C=C3CO)NC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(C(C(C=C6CO)NC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(C(C9O)O)OC1C(OC(C(C1O)O)OC1C(C(C(C(O1)CO)O)O)O)CO)CO)CO)C)O)O)CO)C)O)O)CO)O)O)NC1C=C(C(C(C1O)O)O)CO	['Glycoside Hydrolase Inhibitors']
119025895.0	[O-]P1(=O)OP(=O)(OP(=O)(O1)[O-])[O-].[O-]P1(=O)OP(=O)(OP(=O)(O1)[O-])[O-].[Ca+2].[Ca+2].[Ca+2]	['Cariostatic Agents']
43091.0	CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C.Cl	['Adrenergic beta-2 Receptor Agonists', 'Bronchodilator Agents', 'Sympathomimetics']
14296.0	CC1=C(N=C(C(=N1)C)C)C	['Vasodilator Agents']
2241.0	CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC)C)C	['Anti-Bacterial Agents', 'Immunosuppressive Agents']
6331784.0	C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O.[Na]	['Bone Density Conservation Agents', 'Calcium Channel Blockers']
5283064.0	CCCCCC(C)(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O	['Anti-Ulcer Agents']
107775.0	C(CC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)O)N)CN=C(N)N	['Platelet Aggregation Inhibitors']
34007.0	[O-]S(=O)(=O)[O-].O=[V+2]	['Hypoglycemic Agents']
444036.0	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF	['Anti-Allergic Agents', 'Anti-Inflammatory Agents', 'Bronchodilator Agents', 'Dermatologic Agents']
5281066.0	CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O	['Histamine H1 Antagonists']
23672364.0	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[K+]	['Anti-Ulcer Agents', 'Proton Pump Inhibitors']
4970.0	CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3	['Analgesics, Opioid', 'Histamine H1 Antagonists', 'Platelet Aggregation Inhibitors']
164209.0	C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2]	['Antidotes', 'Chelating Agents', 'Iron Chelating Agents']
19260.0	CCOC(=O)C1(CCN(CC1)CCC(C2=CC=CC=C2)O)C3=CC=CC=C3.Cl	['Analgesics, Opioid', 'Narcotics']
12251.0	COCC(=O)O	['Immunosuppressive Agents']
123966.0	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)O)O)O)O	['Anti-Bacterial Agents']
44473100.0	CC1=CC2=C(O1)C=CC(=C2)NC(=NC3CCCCN(C3=O)CC(=O)N4CCCC4)NC(=O)C5=CN=C(C=C5)C(=O)N(C)C	['Factor Xa Inhibitors']
400771.0	C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O.Br	['Angiogenesis Inhibitors', 'Antineoplastic Agents', 'Coccidiostats', 'Protein Synthesis Inhibitors']
46704050.0	CC1=C2CCCC2=C(C=C1)OCC(C(C)NC(C)C)O.Cl	['Adrenergic beta-Antagonists']
9395.0	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	['Cholinesterase Inhibitors']
1228.0	C1CN(CC(N1)C(=O)O)CCCP(=O)(O)O	['Anticonvulsants', 'Excitatory Amino Acid Antagonists']
6140507.0	C1=CC(=CC=C1C(=C2C=C(C=CC2=O)F)NCCCC(=O)O)Cl	['Anticonvulsants']
68761.0	CC(=O)N(C)C1=C(C(=C(C(=C1I)NC(=O)C(C(C(C(CO)O)O)O)O)I)C(=O)NCCO)I	['Contrast Media']
71300410.0	C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]	['Chelating Agents', 'Contrast Media']
101222750.0	CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)[O-])OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O.[Na+]	['Antifungal Agents']
76967439.0	CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F.CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F	['Anti-Bacterial Agents', 'Topoisomerase II Inhibitors']
100957854.0	CC1C=CC=CC(=O)OC(C(C=CC=CC(=O)OC1C(C)C(C(C)C2(CC(C(C(O2)C)C)OC3CC(C(C(O3)C)O)O)O)O)C)C(C)C(C(C)C4(CC(C(C(O4)C)C)OC5CC(C(C(O5)C)O)O)O)O	['5-alpha Reductase Inhibitors']
54676825.0	CCCCCCCCCCCCCCCC(=O)OCC(C1C(=C(C(=O)O1)O)O)O	['Antimutagenic Agents', 'Antineoplastic Agents', 'Antioxidants']
53262281.0	CCC[NH+]1CCCCC1C(=O)NC2=C(C=CC=C2C)C.O.[Cl-]	['Anesthetics, Local']
148674.0	COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O	['Antineoplastic Agents']
5282439.0	C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O.O.Cl	['Enzyme Inhibitors', 'Fibrinolytic Agents', 'Histamine Antagonists']
115199.0	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)O3)C(=O)N	['Anticonvulsants', 'Antipsychotic Agents']
72078.0	CC12CC(C3C(C1CCC2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=CC34C)O	['Glucocorticoids']
27833.0	CCOC1C=CC2=CC=CC=C2N1C(=O)OCC	['Adrenergic alpha-Antagonists', 'Alkylating Agents', 'Dopamine Antagonists', 'Serotonin Antagonists']
5288564.0	C1=C(C(C(C(C1O)O)O)O)CO	['Glycoside Hydrolase Inhibitors']
2375.0	CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O	['Androgen Antagonists', 'Antineoplastic Agents']
60561.0	CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2	['Protease Inhibitors']
2051.0	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC	['Enzyme Inhibitors']
14837018.0	COC1=C(C=C(C=N1)C(F)(F)F)Br	['Anticonvulsants']
5565.0	C(CNCCNCCN)N	['Chelating Agents']
2733507.0	CC(=NCCCC(C(=O)O)N)N.Cl.Cl	['Enzyme Inhibitors']
76968452.0	C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C	['Parasympatholytics']
68525101.0	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.Cl	['Adrenergic beta-1 Receptor Antagonists', 'Antihypertensive Agents', 'Sympatholytics']
6436048.0	CC1=C(C(C(=C(N1)C)C(=O)OCC=CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC	['Calcium Channel Blockers']
76968912.0	C(CC(C(=O)O)N)CC(=O)O.C(CC(C(=O)O)N)CC(=O)O	['Excitatory Amino Acid Antagonists']
11957600.0	C1CC(C(NC1)C2=CC=CC=C2)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F.Cl	['Neurokinin-1 Receptor Antagonists']
104802.0	C(CC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)N)CN=C(N)N	['Antineoplastic Agents']
4494.0	CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C	['Antihypertensive Agents', 'Calcium Channel Blockers']
27503.0	C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+]	['Anti-Asthmatic Agents']
5371562.0	CC(=CC(=O)NC)OP(=O)(OC)OC	['Cholinesterase Inhibitors', 'Monoamine Oxidase Inhibitors']
6441868.0	CC=CCCCCCCC(CC1CCCCCCCCCCCC(CC(CCCCCCCCCCCC=CC(=O)O1)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O	['beta-Lactamase Inhibitors']
76956833.0	CC(C)(C)NCC(COC1=CN(C(=O)C2=CC=CC=C21)C)O.CC(C)(C)NCC(COC1=CN(C(=O)C2=CC=CC=C21)C)O	['Adrenergic beta-Antagonists', 'Anti-Arrhythmia Agents']
71412.0	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl	['Adrenergic alpha-1 Receptor Antagonists', 'Adrenergic beta-Antagonists', 'Antihypertensive Agents', 'Sympathomimetics']
4469995.0	C1=CC(=CC(=C1)C(CCCNC2=CC=NC=C2)C(=O)O)C3=CC(=CC=C3)C(=N)N	['Factor Xa Inhibitors']
72534.0	CC1C(=O)N(C2CSSCC(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)C	['Anti-Bacterial Agents']
9543540.0	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NC2=CC=CC=C2N	['Histone Deacetylase Inhibitors']
23668621.0	CN(CC(C(C(C(CO)O)O)O)[O-])C(S)S.[Na+]	['Iron Chelating Agents']
129628397.0	C(C(C(=O)O)S)C(=O)O.C(C(C(=O)[O-])S)C(=O)O.[Na+].[Au]	['Antirheumatic Agents']
3081362.0	CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C	['Anti-Bacterial Agents']
16590.0	C=CCSSCC=C	['Anticarcinogenic Agents', 'Antihypertensive Agents', 'Antimutagenic Agents', 'Antineoplastic Agents']
5312148.0	CC1CCN(CC1)CCC(C)N(C)S(=O)(=O)C2=CC=CC(=C2)C	['Serotonin Antagonists']
9798416.0	CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O	['Anesthetics']
102293541.0	CC(C=CCC1C(CCC1=O)CC(=O)O)OC2C(C(C(C(O2)COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O	['Glycoside Hydrolase Inhibitors']
76963235.0	CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N.CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N	['Adrenergic alpha-Antagonists', 'Adrenergic beta-Antagonists', 'Antihypertensive Agents']
7108.0	C1=CC=C2C(=C1)NC3=CC=CC=C3S2	['Antiprotozoal Agents']
426607.0	C1CCC(C(C1)[NH-])[NH-].Cl[Pt+2]Cl	['Antineoplastic Agents', 'Trypanocidal Agents']
23709358.0	C1=NC2=C(N1COCCO)N=C([N-]C2=O)N.[Na+]	['Antiviral Agents']
457954.0	C1=C(N=C(S1)C2C(C(C(O2)CO)O)O)C(=O)N	['Antimetabolites, Antineoplastic', 'Antineoplastic Agents']
52542.0	COCC1CN(C(=O)O1)C2=CC=C(C=C2)OCC3=CC=CC(=C3)C#N	['Monoamine Oxidase Inhibitors']
4112.0	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	['Antimetabolites, Antineoplastic', 'Antirheumatic Agents', 'Dermatologic Agents', 'Enzyme Inhibitors', 'Folic Acid Antagonists', 'Immunosuppressive Agents', 'Nucleic Acid Synthesis Inhibitors']
27454.0	CC(C(C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC	['Adrenergic beta-Agonists', 'Cardiotonic Agents', 'Vasodilator Agents']
64737.0	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl	['Anesthetics, Local']
101280135.0	CCC(=O)OC1CC(=O)OC(CC=CC(C=CC(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C	['Anti-Bacterial Agents']
73357.0	CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC4=CC=CC=C4)CC(C)C)CCCN)C(C)C)CC5=CC=CC=C5	['Anti-Bacterial Agents', 'Anti-Infective Agents, Local']
10197677.0	[Cl-].[Cl-].[Cr+2]	['Antioxidants']
5974.0	CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]	['Anti-Infective Agents, Local']
13344.0	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+]	['Diuretics', 'Expectorants']
60750.0	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F	['Antimetabolites, Antineoplastic', 'Antiviral Agents', 'Enzyme Inhibitors', 'Immunosuppressive Agents', 'Radiation-Sensitizing Agents']
6537504.0	CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)[O-])O)(C(=O)O)O	['Analgesics, Non-Narcotic', 'Oxytocics', 'Serotonin Receptor Agonists', 'Vasoconstrictor Agents']
45359102.0	CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.[Na+]	['Anticholesteremic Agents', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors']
9818903.0	CC1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C4=CC=C(C=C4)C#N	['Histamine Antagonists']
5311005.0	CC1=C(C2=C(C=C1)C(=O)N3C=C(CC3C(N2)O)C=CC(=O)N)O	['Antibiotics, Antineoplastic']
107971.0	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O	['Enzyme Inhibitors']
5312138.0	C1CC2CC1C(C2NS(=O)(=O)C3=CC=CC=C3)CC=CCCCC(=O)O	['Platelet Aggregation Inhibitors']
4282.0	CCNCCCNCCCNCCCNCC	['Antihypertensive Agents', 'Antineoplastic Agents']
49800052.0	CC(=O)NC1=C(C=C(C(=C1I)C(=O)[O-])I)I.O.[Na+]	['Contrast Media']
6436253.0	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O	['Antipsychotic Agents']
53314964.0	CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CNC=N4)N	['Gastrointestinal Agents', 'Neuroprotective Agents', 'Vasodilator Agents']
6364608.0	C(=CC(=O)[O-])C(=O)[O-].[Na+].[Na+]	['Enzyme Inhibitors']
76963933.0	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC	['Calcium Channel Blockers']
198614.0	C1CC1C(C2CC2)NC3=NCCO3.OP(=O)(O)O	['Adrenergic alpha-Agonists', 'Antihypertensive Agents']
164911.0	C1=CC=C(C=C1)[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-]	['Antineoplastic Agents']
121955.0	CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(CC#C)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	['Antineoplastic Agents', 'Enzyme Inhibitors', 'Folic Acid Antagonists']
213022.0	CC1=C(C=C2C(=C1)NC(=NC2=O)C)CN(CC#C)C3=CC(=C(C=C3)C(=O)NC(CCC4=NNN=N4)C(=O)O)F	['Antineoplastic Agents']
93205.0	CC(CC1=CC=CC=C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O	['Neuroprotective Agents', 'Vasodilator Agents']
87845781.0	C1=C(OC=C(C1=O)OPCCCN)CO	['Antioxidants']
118984401.0	CCC1C2CC3C4C5(CC(C2C5O)[N+]3(C1O)CC(CN(CC)CC)O)C6=CC=CC=C6N4C.C(C(C(=O)[O-])O)(C(=O)O)O	['Anti-Arrhythmia Agents']
60147.0	CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N	['Adrenergic alpha-1 Receptor Antagonists', 'Urological Agents']
9571016.0	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.Cl.Cl	['Anti-Infective Agents, Local', 'Disinfectants']
517023.0	C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-].[Na+]	['Uncoupling Agents']
123719.0	CC1=CC(=C(C=C1)N(CC(=O)O)CC(=O)O)OCCOC2=C(C=CC(=C2)C)N(CC(=O)O)CC(=O)O	['Chelating Agents']
13712.0	C1C(C(OC1N2C=CC(=O)NC2=O)CO)O	['Antimetabolites']
60149.0	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O	['Antipsychotic Agents']
11691495.0	CON=C(C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)C(=NOC)N)N.C(=CC(=O)O)C(=O)O	['Trypanocidal Agents']
2371.0	CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O	['Anti-HIV Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Antimalarials', 'Antineoplastic Agents, Phytogenic']
10140115.0	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl	['Antipsychotic Agents', 'Dopamine Antagonists']
65953.0	CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC	['Calcium Channel Blockers']
50986201.0	CCC1(CC(C2=C(C1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)[NH+](C)C)O	['Antibiotics, Antineoplastic', 'Topoisomerase II Inhibitors']
