CID	SMILES	Name	Formula	Terms	TreeIds
7251185	CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C	parthenolide	C15H20O3	['Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030']
7269392	C1=CC=C(C(=C1)C(=O)[O-])I=O	2-iodosobenzoic acid	C7H4IO3-	['Enzyme Inhibitors']	['D27.505.519.389']
7408684	C1CC2C(=O)NC(C(=O)N2C1)CC3=CN=CN3	histidyl-proline diketopiperazine	C11H14N4O2	['Neurotransmitter Uptake Inhibitors', 'Antioxidants']	['D27.505.519.562.437', 'D27.505.519.625.600', 'D27.505.696.577.600', 'D27.505.519.217', 'D27.505.696.706.125', 'D27.720.799.047']
7568320	C=CC1CNC(=S)O1	goitrin	C5H7NOS	['Antithyroid Agents']	['D06.347.100', 'D27.505.696.399.450.100']
9543089	[O-][Tc](=O)(=O)=O	Sodium Pertechnetate Tc 99m	O4Tc-	['Radiopharmaceuticals']	['D27.505.259.843', 'D27.505.519.871', 'D27.720.470.410.650']
9543442	CCC(C)C1C(=O)NCC(=O)NC2CS(=O)C3=C(CC(C(=O)NCC(=O)N1)NC(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(=O)N)O)C(C)C(CO)O)C5=C(N3)C=C(C=C5)O	Alpha-Amanitin	C39H54N10O14S	['Nucleic Acid Synthesis Inhibitors', 'Poisons']	['D27.505.519.389.675', 'D27.720.777', 'D27.888.569.612']
9543443	CC1=C(C(=O)NC(=O)N1)C=CC(=O)NC(CO)CS(=O)CSC	Sparsomycin	C13H19N3O5S2	['Protein Synthesis Inhibitors', 'Antibiotics, Antineoplastic']	['D27.505.519.389.760', 'D27.505.954.248.106']
9543506	C1CN(C(=O)NC1O)C2C(C(C(O2)CO)O)O	Tetrahydrouridine	C9H16N2O6	['Antimetabolites']	['D27.505.519.186', 'D27.888.569.042']
9543539	C1=CC=C(C=C1)NC(=O)CCCCCC(=O)NC2=CC=CC=C2N	N1-(2-aminophenyl)-N7-phenylheptanediamide	C19H23N3O2	['Histone Deacetylase Inhibitors']	['D27.505.519.389.360']
9543540	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NC2=CC=CC=C2N	N1-(2-aminophenyl)-N8-phenyloctanediamide	C20H25N3O2	['Histone Deacetylase Inhibitors']	['D27.505.519.389.360']
9547215	CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O	bufalin	C24H34O4	['Enzyme Inhibitors', 'Cardiotonic Agents', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.411.222', 'D27.720.799.080', 'D27.505.954.248']
9547234	CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	25-Hydroxyvitamin D 2	C28H44O2	['Bone Density Conservation Agents', 'Vitamins']	['D27.505.696.242', 'D27.505.696.377.605.600', 'G07.203.300.631.600', 'J02.500.631.600']
9547354	CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C	calcipotriene	C27H40O3	['Dermatologic Agents']	['D27.505.954.444']
9548602	CN(CC(=O)O)C(=NP(=O)(O)O)N	Phosphocreatine	C4H10N3O5P	['Cardiotonic Agents']	['D27.505.954.411.222', 'D27.720.799.080']
9548612	CC(=O)OC1C2CCC3C1(CC(C4(C(C3(C)O)CC(C4(C)C)O)O)O)CC2(C)O	grayanotoxin I	C22H36O7	['Neuromuscular Depolarizing Agents', 'Antihypertensive Agents']	['D27.505.696.663.700.710.550', 'D27.505.954.411.162']
9548661	CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	Deoxycholic Acid	C24H39O4-	['Cholagogues and Choleretics']	['D27.505.954.483.508']
9548793	CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	Taurodeoxycholic Acid	C26H44NO6S-	['Detergents', 'Cholagogues and Choleretics']	['D27.720.877.265', 'J01.516.381', 'D27.505.954.483.508']
9548816	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C)CCC(=O)O)CCC(=O)O	protoporphyrin IX	C34H32N4O4-2	['Photosensitizing Agents']	['D27.505.954.444.600', 'D27.505.954.600.710']
9548828	CC1CCCC2(C1CC3CCC(C(C3(C)C)CC2)C)C	taxane	C20H36	['Antineoplastic Agents']	['D27.505.954.248']
9548829	CCCC12C3CCCC34CCC5C1(CCC(C2N4C5)C(C)C)C	mezerein	C22H37N	['Carcinogens', 'Antineoplastic Agents, Phytogenic']	['D27.888.569.100', 'D27.505.954.248.179']
9548877	CCCCCC=CC=CC(CCCCCCCC(=O)O)OO	9-hydroperoxy-11,12-octadecadienoic acid	C18H32O4	['Lipoxygenase Inhibitors']	['D27.505.519.389.480']
9548889	C(C(=O)O)O.N.N.[Pt+2]	nedaplatin	C2H10N2O3Pt+2	['Antineoplastic Agents']	['D27.505.954.248']
9548903	C1=CC(=C(C=C1[As]=[As]C2=CC(=C(C=C2)O)[NH3+])[NH3+])O.[Cl-].[Cl-]	Arsphenamine	C12H14As2Cl2N2O2	['Antitreponemal Agents']	['D27.505.954.122.085.222']
9549167	CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC=CC8=CC=CC=C8	mezerein	C38H38O10	['Carcinogens', 'Antineoplastic Agents, Phytogenic']	['D27.888.569.100', 'D27.505.954.248.179']
9549168	CC(=O)O.C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N	Arginine Vasopressin	C48H69N15O14S2	['Antidiuretic Agents', 'Vasoconstrictor Agents', 'Hemostatics']	['D27.505.696.560.249', 'D27.505.954.411.793', 'D27.505.954.502.270.463']
9549174	CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC)C)C	immunomycin	C43H69NO12	['Immunosuppressive Agents', 'Anti-Bacterial Agents']	['D27.505.696.477.656', 'D27.505.954.122.085']
9551611	CC(CC1=CC=CC=C1)[N+]2=NOC(=C2)N=C(NC3=CC=CC=C3)[O-]	sidnocarb	C18H18N4O2	['Sympathomimetics', 'Antidepressive Agents', 'Anticonvulsants', 'Central Nervous System Stimulants']	['D27.505.696.663.050.870', 'D27.505.954.427.700.122', 'D27.505.954.427.080', 'D27.505.696.282', 'D27.505.954.427.220']
9551858	C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl	Cetirizine	C21H26Cl2N2O3	['Histamine H1 Antagonists, Non-Sedating', 'Anti-Allergic Agents']	['D27.505.519.625.375.425.400.500', 'D27.505.696.577.375.425.400.500', 'D27.505.954.016']
9552079	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl	Chlorhexidine	C22H30Cl2N10	['Mouthwashes', 'Disinfectants', 'Anti-Infective Agents, Local']	['D25.583', 'D27.720.102.583', 'D27.720.269.583', 'J01.637.051.583', 'D27.505.954.122.425', 'D27.720.274', 'D27.505.954.122.187']
9552081	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O	chlorhexidine gluconate	C34H54Cl2N10O14	['Dermatologic Agents', 'Anti-Infective Agents, Local']	['D27.505.954.444', 'D27.505.954.122.187']
9553856	C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-]	furaltadon	C13H16N4O6	['Anti-Infective Agents, Urinary']	['D27.505.954.122.237', 'D27.505.954.613.056']
9554199	CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)CCCCCCCCC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C.Cl.Cl.Cl.Cl	semapimod	C34H56Cl4N18O2	['Immunosuppressive Agents', 'Anti-Inflammatory Agents, Non-Steroidal']	['D27.505.696.477.656', 'D27.505.696.663.850.014.040.500', 'D27.505.954.158.030', 'D27.505.954.329.030']
9556529	C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]	oxiconazole	C18H14Cl4N4O4	['Antifungal Agents']	['D27.505.954.122.136']
9560989	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O	Fluvoxamine	C19H25F3N2O6	['Cytochrome P-450 CYP2C19 Inhibitors', 'Cytochrome P-450 CYP1A2 Inhibitors', 'Antidepressive Agents, Second-Generation', 'Serotonin Uptake Inhibitors', 'Anti-Anxiety Agents']	['D27.505.389.500.319', 'D27.505.519.389.335.319', 'D27.505.389.500.120', 'D27.505.519.389.335.120', 'D27.505.954.427.700.122.050', 'D27.505.519.562.437.850', 'D27.505.519.625.600.850', 'D27.505.519.625.850.900', 'D27.505.696.577.600.850', 'D27.505.696.577.850.900', 'D27.505.696.277.950.015', 'D27.505.954.427.210.950.015', 'D27.505.954.427.700.872.015']
9562059	CC(=O)O.CC(=O)O.C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl	Chlorhexidine	C26H38Cl2N10O4	['Mouthwashes', 'Disinfectants', 'Anti-Infective Agents, Local']	['D25.583', 'D27.720.102.583', 'D27.720.269.583', 'J01.637.051.583', 'D27.505.954.122.425', 'D27.720.274', 'D27.505.954.122.187']
9562061	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C(=CC4=CC(=CC(=C4C3=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-])C)NN=C5C(=CC6=CC(=CC(=C6C5=O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]	Trypan Blue	C34H24N6Na4O14S4	['Coloring Agents']	['D27.720.233']
9566045	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C=CC4=C(C3=O)C(=C(C=C4S(=O)(=O)[O-])S(=O)(=O)[O-])N)OC)NN=C5C=CC6=C(C5=O)C(=C(C=C6S(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+].[Na+].[Na+]	pontamine sky blue	C34H24N6Na4O16S4	['Coloring Agents']	['D27.720.233']
9566057	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C=CC4=C(C3=O)C(=C(C=C4S(=O)(=O)[O-])S(=O)(=O)[O-])N)C)NN=C5C=CC6=C(C5=O)C(=C(C=C6S(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+].[Na+].[Na+]	Evans Blue	C34H24N6Na4O14S4	['Coloring Agents']	['D27.720.233']
9566058	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NN=C3C=CC4=C(C3=O)C(=C(C=C4S(=O)(=O)O)S(=O)(=O)O)N)C)NN=C5C=CC6=C(C5=O)C(=C(C=C6S(=O)(=O)O)S(=O)(=O)O)N	Evans Blue	C34H28N6O14S4	['Coloring Agents']	['D27.720.233']
9567573	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	Roxithromycin	C41H76N2O15	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9568512	CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N	Thioacetazone	C10H12N4OS	['Antitubercular Agents']	['D27.505.954.122.085.255']
9568613	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2]	Esomeprazole	C34H36MgN6O6S2	['Proton Pump Inhibitors', 'Anti-Ulcer Agents']	['D27.505.519.389.848', 'D27.505.954.483.203']
9568614	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC	Esomeprazole	C17H19N3O3S	['Proton Pump Inhibitors', 'Anti-Ulcer Agents']	['D27.505.519.389.848', 'D27.505.954.483.203']
9568617	CC1C(C(=O)N1S(=O)(=O)[O-])NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)[NH3+]	Aztreonam	C13H17N5O8S2	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9568628	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34	norelgestromin	C21H29NO2	['Contraceptives, Oral, Combined']	['D26.310.360', 'D27.505.696.875.360.276.210.100', 'D27.505.954.705.360.276.210.100']
9568637	C1C(=O)N=C(N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].C1C(=O)N=C(N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].O.O.O.O.O.O.O.[Na+].[Na+]	Dantrolene	C28H32N8Na2O17	['Muscle Relaxants, Central']	['D27.505.696.510', 'D27.505.696.663.700.600', 'D27.505.954.427.525']
9570071	CC(C)(C=NOC(=O)NC)SC	Aldicarb	C7H14N2O2S	['Insecticides', 'Cholinesterase Inhibitors']	['D27.720.031.700.491', 'D27.888.723.491', 'D27.505.519.389.275', 'D27.505.519.625.120.300', 'D27.505.696.577.120.300']
9570076	CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl.Cl	Proguanil	C11H17Cl2N5	['Antimetabolites', 'Antimalarials']	['D27.505.519.186', 'D27.888.569.042', 'D27.505.954.122.250.100.085']
9570088	CCCCN=C(N)N=C([NH3+])N.[Cl-]	Buformin	C6H16ClN5	['Hypoglycemic Agents']	['D27.505.696.422']
9570119	C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]	ponceau 4R	C20H11N2Na3O10S3	['Coloring Agents']	['D27.720.233']
9570290	CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1	phoxim	C12H15N2O3PS	['Insecticides', 'Cholinesterase Inhibitors']	['D27.720.031.700.491', 'D27.888.723.491', 'D27.505.519.389.275', 'D27.505.519.625.120.300', 'D27.505.696.577.120.300']
9570374	CC(=O)[O-].C1=CC(=C(C(=C1)Cl)C=NN=C([NH3+])N)Cl	Guanabenz	C10H12Cl2N4O2	['Adrenergic alpha-2 Receptor Agonists', 'Antihypertensive Agents']	['D27.505.519.625.050.100.100.200', 'D27.505.696.577.050.100.100.200', 'D27.505.954.411.162']
9570437	C1=CC(=CC=C1C=[NH+]NC(=NN=CC2=CC=C(C=C2)Cl)N)Cl.[Cl-]	Robenidine	C15H14Cl3N5	['Coccidiostats']	['D27.505.954.122.250.100.170']
9570438	C1=CC(=CC=C1C=NNC(=NN=CC2=CC=C(C=C2)Cl)N)Cl	Robenidine	C15H13Cl2N5	['Coccidiostats']	['D27.505.954.122.250.100.170']
9570474	CCN1C2=C(C=C(C=C2)S(=O)(=O)[O-])SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)[O-])CC.[NH4+].[NH4+]	2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid	C18H24N6O6S4	['Indicators and Reagents']	['D27.720.470.410']
9570560	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=NNC(=O)C6=CC=CC=C6)C)O)N)O.Cl	zorubicin	C34H36ClN3O10	['Antibiotics, Antineoplastic']	['D27.505.954.248.106']
9570638	COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)NC(=NC(=O)OC)NC(=O)OC	febantel	C20H22N4O6S	['Antiprotozoal Agents', 'Anthelmintics']	['D27.505.954.122.250.100', 'D27.505.954.122.250.075']
9570757	CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O	Cefmenoxime	C16H17N9O5S3	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9570985	CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+].[Na+]	Ceftriaxone	C18H16N8Na2O7S3	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9571003	CN1CCN(CC1)CCCCN2C(=O)CN(C2=O)N=CC3=CC=C(O3)C4=CC=C(C=C4)Cl.Cl.Cl	azimilide	C23H30Cl3N5O3	['Calcium Channel Blockers', 'Anti-Arrhythmia Agents']	['D27.505.519.562.249', 'D27.505.954.411.192', 'D27.505.954.411.097']
9571004	CN1CCN(CC1)CCCCN2C(=O)CN(C2=O)N=CC3=CC=C(O3)C4=CC=C(C=C4)Cl	azimilide	C23H28ClN5O3	['Calcium Channel Blockers', 'Anti-Arrhythmia Agents']	['D27.505.519.562.249', 'D27.505.954.411.192', 'D27.505.954.411.097']
9571016	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.Cl.Cl	Chlorhexidine	C22H32Cl4N10	['Mouthwashes', 'Disinfectants', 'Anti-Infective Agents, Local']	['D25.583', 'D27.720.102.583', 'D27.720.269.583', 'J01.637.051.583', 'D27.505.954.122.425', 'D27.720.274', 'D27.505.954.122.187']
9571023	CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O	norgestimate, ethinyl estradiol drug combination	C43H55NO5	['Contraceptives, Oral, Combined']	['D26.310.360', 'D27.505.696.875.360.276.210.100', 'D27.505.954.705.360.276.210.100']
9571037	CC(C)N=C(N)N=C(N)NC1=CC(=C(C=C1)Cl)Cl	chlorproguanil	C11H15Cl2N5	['Antimalarials']	['D27.505.954.122.250.100.085']
9571041	CC1=C(OC(=N1)NC(=NS(=O)(=O)C2=CC=C(C=C2)N)N)C	sulfaguanol	C12H15N5O3S	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9571062	C1C(=O)N(C(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-])CO	nifurtoinol	C9H8N4O6	['Anti-Infective Agents, Urinary']	['D27.505.954.122.237', 'D27.505.954.613.056']
9571074	CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O	cefditoren	C19H18N6O5S3	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9571075	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O.O.Cl.[Cl-]	cefepime	C19H28Cl2N6O6S2	['Anti-Bacterial Agents']	['D27.505.954.122.085']
9571081	C1CCC(CC1)C(=NC2=C[N+](=NO2)N3CCOCC3)[O-]	ciclosidomine	C13H20N4O3	['Vasodilator Agents']	['D27.505.954.411.918']
9571083	CNC(=S)C1(CCCCS1=O)C2=CN=CC=C2	aprikalim	C12H16N2OS2	['Vasodilator Agents', 'Antihypertensive Agents']	['D27.505.954.411.918', 'D27.505.954.411.162']
9571107	CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F	gemifloxacin	C18H20FN5O4	['Topoisomerase II Inhibitors', 'Anti-Bacterial Agents']	['D27.505.519.389.892.750', 'D27.505.954.248.794.750', 'D27.505.954.122.085']
9571131	C1=CC(=CC=C1N=NC2=CC(=C(C=C2)NN=C3C(=CC4=C(C3=O)C=CC(=C4)NC(=O)NC5=CC6=C(C=C5)C(=O)C(=NNC7=C(C=C(C=C7)N=NC8=CC=C(C=C8)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=C6)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	C.I. direct red 80	C45H26N10Na6O21S6	['Coloring Agents']	['D27.720.233']
9572792	C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-]	Cycasin	C8H16N2O7	['Neurotoxins', 'Carcinogens']	['D27.888.569.504', 'D27.888.569.100']
9573395	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=NNC(=O)C6=CC=CC=C6)C)O)N)O	zorubicin	C34H35N3O10	['Antibiotics, Antineoplastic']	['D27.505.954.248.106']
9573878	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NN=C3C(=CC4=C(C3=O)C(=O)C(=NNC5=C(N(N(C5=O)C6=CC=CC=C6)C)C)C(=C4)S(=O)(=O)O)S(=O)(=O)O	antipyrylazo III	C32H28N8O10S2	['Indicators and Reagents', 'Coloring Agents']	['D27.720.470.410', 'D27.720.233']
9574101	CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N	ximelagatran	C24H35N5O5	['Antithrombins']	['D27.505.519.389.745.800.449', 'D27.505.954.502.119.500']
9574343	CCON=C(C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=C[N+](=C3C)[O-])C)C)C4=CC=C(C=C4)Br	4-((4-bromophenyl)-(ethoxyimino)methyl)-1'-((2,4-dimethyl-3-pyridinyl)carbonyl)-4'-methyl-1,4'-bipiperidine N-oxide	C28H37BrN4O3	['CCR5 Receptor Antagonists']	['D27.505.519.275', 'D27.505.954.122.388.077.088.104']
9576045	C1=CC=C(C(=C1)NN=C2C(=CC3=CC(=CC(=C3C2=O)NC4=NC(=NC(=N4)Cl)Cl)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]	Procion Brilliant Red M-2BS	C19H9Cl2N6Na3O10S3	['Coloring Agents']	['D27.720.233']
9576089	C=CCS(=O)CC(C(=O)O)N	alliin	C6H11NO3S	['Hypoglycemic Agents', 'Antineoplastic Agents']	['D27.505.696.422', 'D27.505.954.248']
9576414	C1=CN(C(=CC1=C[NH+]=O)C=NO)COC[N+]2=CC=C(C=C2)C(=O)N.[I-].[I-]	HLo 7	C15H17I2N5O4	['Cholinesterase Reactivators']	['D27.505.519.405.347', 'D27.505.519.625.120.400', 'D27.505.696.577.120.400']
9576475	C1=CC=C(C(=C1)NN=C2C(=CC3=CC(=CC(=C3C2=O)NC4=NC(=NC(=N4)NC5=CC=C(C=C5)NC6=NC(=NC(=N6)Cl)NC7=C8C(=CC(=C7)S(=O)(=O)[O-])C=C(C(=NNC9=CC=CC=C9S(=O)(=O)[O-])C8=O)S(=O)(=O)[O-])Cl)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]	procion red HE-3B	C44H24Cl2N14Na6O20S6	['Coloring Agents']	['D27.720.233']
9576737	COCCCCC(=NOCCN)C1=CC=C(C=C1)Cl.C(=CC(=O)O)C(=O)O	clovoxamine	C18H25ClN2O6	['Serotonin Antagonists', 'Antidepressive Agents']	['D27.505.519.625.850.850', 'D27.505.696.577.850.850', 'D27.505.954.427.700.122']
9576787	CCCC=CCC=CC=CC=NNN=O	triacsin C	C11H17N3O	['Vasodilator Agents', 'Enzyme Inhibitors']	['D27.505.954.411.918', 'D27.505.519.389']
9576789	C1CC(=NN=C(N)N)C2=C1C(=CC=C2)C(=N)N	4-amidinoindan-1-one 2'-amidinohydrazone	C11H14N6	['Enzyme Inhibitors', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.248']
9576867	C(CN)CN=C(N)NN=CC=NNC(=NCCCN)N	methylglyoxal bis(3-aminopropylamidinohydrazone)	C10H24N10	['Ornithine Decarboxylase Inhibitors']	['D27.505.519.389.705']
9576885	C1=CC=C(C=C1)C(=NNC(=NCCCN)N)C(F)F	phenyl-(2-difluoroethyl)-4-aminopropylamidinohydrazone	C12H17F2N5	['Ornithine Decarboxylase Inhibitors']	['D27.505.519.389.705']
9576912	C1CCC(CC1)C=NNC2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)CO)O)O	binodenoson	C17H25N7O4	['Purinergic P1 Receptor Agonists']	['D27.505.519.625.725.200.100', 'D27.505.696.577.725.200.100']
9577021	C1C(=O)N=C(N1N=CC=CC2=CC=C(O2)[N+](=O)[O-])[O-].[K+]	Furagin	C10H7KN4O5	['Anti-Infective Agents, Urinary']	['D27.505.954.122.237', 'D27.505.954.613.056']
9577288	[H+].CC(=N[O-])C(C)(C)[N-]CCC[N-]C(C)(C)C(=N[O-])CN1C=CN=C1[N+](=O)[O-].O=[Tc+3]	BMS 181321	C16H26N7O5Tc	['Radiopharmaceuticals']	['D27.505.259.843', 'D27.505.519.871', 'D27.720.470.410.650']
9577379	CS(=O)CCCCN=C=S	sulforafan	C6H11NOS2	['Anticarcinogenic Agents']	['D27.505.696.706.018', 'D27.505.954.248.125', 'D27.720.799.018']
9577450	C1CNC(=O)C(=NO)CC2=CC(=C(C=C2)OC3=C(C(=CC(=C3)CC(=NO)C(=O)NC=CC4=CC(=C(C(=C4)Br)OC5=C(C(=CC1=C5)Br)O)Br)Br)O)Br	bastadin 14	C34H25Br5N4O8	['Topoisomerase II Inhibitors']	['D27.505.519.389.892.750', 'D27.505.954.248.794.750']
9577986	CCOC(=O)COC1CCN(CC1)C(=O)C(C)NC(=O)C2=CC=C(C=C2)C(=NO)N	sibrafiban	C20H28N4O6	['Platelet Aggregation Inhibitors']	['D27.505.954.502.780']
9578005	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	Dexlansoprazole	C16H14F3N3O2S	['Proton Pump Inhibitors', 'Anti-Ulcer Agents']	['D27.505.519.389.848', 'D27.505.954.483.203']
9578474	CC(=NN=C(N)N)C=NN=C(N)N.O.O.Cl.Cl	Mitoguazone	C5H18Cl2N8O2	['Enzyme Inhibitors', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.248']
9578507	CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)O)OC)C)OC1C7CCCCC7	selamectin	C43H63NO11	['Antiparasitic Agents']	['D27.505.954.122.250']
9578570	CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F	trifloxystrobin	C20H19F3N2O4	['Anti-Infective Agents']	['D27.505.954.122']
9578572	CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N	Dabigatran	C34H41N7O5	['Antithrombins']	['D27.505.519.389.745.800.449', 'D27.505.954.502.119.500']
